reporting_unit,municipality,contest,candidate,votes,county,ctv
TOWN OF CASTLE ROCK WARD 1,CASTLE ROCK,COUNTY TREASURER,CARRIE EASTLICK,119,GRANT,T
TOWN OF CASTLE ROCK WARD 1,CASTLE ROCK,COUNTY TREASURER,COUNTY TREASURER SCATTERING,0,GRANT,T
TOWN OF CASTLE ROCK WARD 1,CASTLE ROCK,REGISTER OF DEEDS,ANDREA L. NOETHE,117,GRANT,T
TOWN OF CASTLE ROCK WARD 1,CASTLE ROCK,REGISTER OF DEEDS,REGISTER OF DEEDS SCATTERING,1,GRANT,T
TOWN OF CASTLE ROCK WARD 1,CASTLE ROCK,ELIGIBILITY TO VOTE,YES,100,GRANT,T
TOWN OF CASTLE ROCK WARD 1,CASTLE ROCK,ELIGIBILITY TO VOTE,NO,32,GRANT,T
TOWN OF CASTLE ROCK WARD 1,CASTLE ROCK,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF CASTLE ROCK WARD 1,CASTLE ROCK,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,T
TOWN OF CASTLE ROCK WARD 1,CASTLE ROCK,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,24,GRANT,T
TOWN OF CASTLE ROCK WARD 1,CASTLE ROCK,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,24,GRANT,T
TOWN OF CASTLE ROCK WARD 1,CASTLE ROCK,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,YES,NA,GRANT,T
TOWN OF CASTLE ROCK WARD 1,CASTLE ROCK,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,NO,NA,GRANT,T
TOWN OF CASTLE ROCK WARD 1,CASTLE ROCK,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,YES,NA,GRANT,T
TOWN OF CASTLE ROCK WARD 1,CASTLE ROCK,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,NO,NA,GRANT,T
TOWN OF CASTLE ROCK WARD 1,CASTLE ROCK,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF CASTLE ROCK WARD 1,CASTLE ROCK,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,NO,NA,GRANT,T
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,PRESIDENT,KAMALA D. HARRIS TIM WALZ,529,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,PRESIDENT,DONALD J. TRUMP JD VANCE,764,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,1,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,3,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,PRESIDENT,JILL STEIN RUDOLPH WARE,2,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,PRESIDENT,CORNEL WEST MELINA ABDULLAH,NA,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",8,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,PRESIDENT,PETER SONSKI,0,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),0,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,PRESIDENT,PRESIDENTSCATTERING,1,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,SENATOR,TAMMY BALDWIN,537,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,SENATOR,ERIC HOVDE,724,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,SENATOR,PHIL ANDERSON,17,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,SENATOR,THOMAS LEAGER,18,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,SENATOR,JOHN SCHIESS (WRITE-IN),0,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,SENATOR,SENATOR SCATTERING,2,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,CONGRESS,REBECCA COOKE,563,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,CONGRESS,DERRICK VAN ORDEN,711,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,CONGRESS,CONGRESS SCATTERING,1,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,DIST 49,SCOTT A. WALKER,408,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,DIST 49,TRAVIS TRANEL,878,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,DIST 49,DIST 49 SCATTERING,1,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,DIST 51,ELIZABETH GRABE,NA,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,DIST 51,TODD NOVAK,NA,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,DIST 51,DIST 51 SCATTERING,NA,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,DA,RYAN KIELER,1077,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,DA,DA SCATTERING,11,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,COUNTY CLERK,TONYA WHITE,1093,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,COUNTY CLERK,COUNTY CLERK SCATTERING,9,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,COUNTY TREASURER,CARRIE EASTLICK,1085,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,COUNTY TREASURER,COUNTY TREASURER SCATTERING,11,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,REGISTER OF DEEDS,ANDREA L. NOETHE,1080,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,REGISTER OF DEEDS,REGISTER OF DEEDS SCATTERING,11,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,ELIGIBILITY TO VOTE,YES,939,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,ELIGIBILITY TO VOTE,NO,290,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,YES,NA,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,NO,NA,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,YES,NA,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,NO,NA,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,YES,NA,GRANT,C
CITY OF FENNIMORE WARDS 1-4,FENNIMORE,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,NO,NA,GRANT,C
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,PRESIDENT,KAMALA D. HARRIS TIM WALZ,173,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,PRESIDENT,DONALD J. TRUMP JD VANCE,363,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,1,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,2,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,PRESIDENT,JILL STEIN RUDOLPH WARE,2,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",2,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,PRESIDENT,PETER SONSKI,0,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),0,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,PRESIDENT,PRESIDENTSCATTERING,2,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,SENATOR,TAMMY BALDWIN,180,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,SENATOR,ERIC HOVDE,346,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,SENATOR,PHIL ANDERSON,12,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,SENATOR,THOMAS LEAGER,2,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,SENATOR,JOHN SCHIESS (WRITE-IN),0,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,SENATOR,SENATOR SCATTERING,0,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,CONGRESS,REBECCA COOKE,174,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,CONGRESS,DERRICK VAN ORDEN,350,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,CONGRESS,CONGRESS SCATTERING,0,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,DIST 49,SCOTT A. WALKER,145,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,DIST 49,TRAVIS TRANEL,391,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,DIST 49,DIST 49 SCATTERING,0,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,DIST 51,ELIZABETH GRABE,NA,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,DIST 51,TODD NOVAK,NA,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,DIST 51,DIST 51 SCATTERING,NA,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,DA,RYAN KIELER,455,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,DA,DA SCATTERING,0,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,COUNTY CLERK,TONYA WHITE,449,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,COUNTY CLERK,COUNTY CLERK SCATTERING,2,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,COUNTY TREASURER,CARRIE EASTLICK,456,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,COUNTY TREASURER,COUNTY TREASURER SCATTERING,1,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,REGISTER OF DEEDS,ANDREA L. NOETHE,445,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,REGISTER OF DEEDS,REGISTER OF DEEDS SCATTERING,1,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,ELIGIBILITY TO VOTE,YES,435,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,ELIGIBILITY TO VOTE,NO,100,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,YES,NA,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,NO,NA,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,YES,NA,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,NO,NA,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,YES,56,GRANT,T
TOWN OF HAZEL GREEN WARDS 1-2,HAZEL GREEN,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,NO,57,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,PRESIDENT,KAMALA D. HARRIS TIM WALZ,491,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,PRESIDENT,DONALD J. TRUMP JD VANCE,936,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,2,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,4,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,PRESIDENT,JILL STEIN RUDOLPH WARE,0,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",8,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,PRESIDENT,PETER SONSKI,3,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),0,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,PRESIDENT,PRESIDENTSCATTERING,0,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,SENATOR,TAMMY BALDWIN,502,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,SENATOR,ERIC HOVDE,899,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,SENATOR,PHIL ANDERSON,12,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,SENATOR,THOMAS LEAGER,7,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,SENATOR,JOHN SCHIESS (WRITE-IN),0,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,SENATOR,SENATOR SCATTERING,1,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,CONGRESS,REBECCA COOKE,493,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,CONGRESS,DERRICK VAN ORDEN,899,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,CONGRESS,CONGRESS SCATTERING,0,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,DIST 49,SCOTT A. WALKER,402,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,DIST 49,TRAVIS TRANEL,1010,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,DIST 49,DIST 49 SCATTERING,1,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,DIST 51,ELIZABETH GRABE,NA,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,DIST 51,TODD NOVAK,NA,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,DIST 51,DIST 51 SCATTERING,NA,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,DA,RYAN KIELER,1201,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,DA,DA SCATTERING,0,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,COUNTY CLERK,TONYA WHITE,1191,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,COUNTY CLERK,COUNTY CLERK SCATTERING,0,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,COUNTY TREASURER,CARRIE EASTLICK,1188,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,COUNTY TREASURER,COUNTY TREASURER SCATTERING,0,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,REGISTER OF DEEDS,ANDREA L. NOETHE,1175,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,REGISTER OF DEEDS,REGISTER OF DEEDS SCATTERING,0,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,ELIGIBILITY TO VOTE,YES,1084,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,ELIGIBILITY TO VOTE,NO,307,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,IOWA-GRANT SCHOOL DISTRICT EXCEED REVENUE LIMIT,NO,NA,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,YES,NA,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,POTOSI SCHOOL DISTRICT GENERAL OBLIGATION BONDS,NO,NA,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,YES,NA,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,RIVER RIDGE SCHOOL DISTRICT EXCEED REVENUE LIMITS,NO,NA,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,YES,86,GRANT,T
TOWN OF JAMESTOWN WARDS 1-3,JAMESTOWN,CUBA CITY SCHOOL DISTRICT EXCEED THE REVENUE LIMIT,NO,84,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,PRESIDENT,KAMALA D. HARRIS TIM WALZ,85,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,PRESIDENT,DONALD J. TRUMP JD VANCE,275,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,1,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,0,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,PRESIDENT,JILL STEIN RUDOLPH WARE,1,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,PRESIDENT,CORNEL WEST MELINA ABDULLAH,1,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",5,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,PRESIDENT,PETER SONSKI,0,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,PRESIDENT,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,PRESIDENT,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-IN),0,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,PRESIDENT,PRESIDENTSCATTERING,0,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,SENATOR,TAMMY BALDWIN,85,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,SENATOR,ERIC HOVDE,277,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,SENATOR,PHIL ANDERSON,2,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,SENATOR,THOMAS LEAGER,2,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,SENATOR,JOHN SCHIESS (WRITE-IN),0,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,SENATOR,SENATOR SCATTERING,0,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,CONGRESS,REBECCA COOKE,90,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,CONGRESS,DERRICK VAN ORDEN,269,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,CONGRESS,CONGRESS SCATTERING,0,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,DIST 49,SCOTT A. WALKER,69,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,DIST 49,TRAVIS TRANEL,298,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,DIST 49,DIST 49 SCATTERING,0,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,DIST 51,ELIZABETH GRABE,NA,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,DIST 51,TODD NOVAK,NA,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,DIST 51,DIST 51 SCATTERING,NA,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,DA,RYAN KIELER,318,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,DA,DA SCATTERING,0,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,COUNTY CLERK,TONYA WHITE,320,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,COUNTY CLERK,COUNTY CLERK SCATTERING,0,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,COUNTY TREASURER,CARRIE EASTLICK,316,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,COUNTY TREASURER,COUNTY TREASURER SCATTERING,0,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,REGISTER OF DEEDS,ANDREA L. NOETHE,319,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,REGISTER OF DEEDS,REGISTER OF DEEDS SCATTERING,0,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,ELIGIBILITY TO VOTE,YES,305,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,ELIGIBILITY TO VOTE,NO,48,GRANT,T
TOWN OF BEETOWN WARDS 1-2,BEETOWN,PLATTEVILLE SCHOOL DISTRICT EXCEED REVENUE LIMIT,YES,NA,GRANT,T
