ctv,reporting_unit,contest,candidate,votes,county,municipality
T,CRYSTAL,MUNICIPAL_REFERENDUM QUESTION_DEEDS,NO,NA,WASHBURN,CRYSTAL
T,CRYSTAL,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,YES,NA,WASHBURN,CRYSTAL
T,CRYSTAL,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,NO,NA,WASHBURN,CRYSTAL
T,CRYSTAL,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,YES,NA,WASHBURN,CRYSTAL
T,CRYSTAL,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,NO,NA,WASHBURN,CRYSTAL
T,EVERGREEN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,KAMALA D. HARRIS / TIM WALZ,276,WASHBURN,EVERGREEN
T,EVERGREEN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DONALD J. TRUMP / JD VANCE,500,WASHBURN,EVERGREEN
T,EVERGREEN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,RANDALL TERRY / STEPHEN BRODEN,3,WASHBURN,EVERGREEN
T,EVERGREEN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHASE RUSSELL OLIVER / MIKE TER MAAT,3,WASHBURN,EVERGREEN
T,EVERGREEN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,JILL STEIN / RUDOLPH WARE,1,WASHBURN,EVERGREEN
T,EVERGREEN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CLAUDIA DE LA CRUZ / KARINA GARDA,0,WASHBURN,EVERGREEN
T,EVERGREEN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CORNEL WEST / MELINA ABDULLAH,0,WASHBURN,EVERGREEN
T,EVERGREEN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",3,WASHBURN,EVERGREEN
T,EVERGREEN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,PETER SONSKI / LAUREN ONAK (WRITE-IN),0,WASHBURN,EVERGREEN
T,EVERGREEN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHERUNDA LYNN FOX (WRITE-IN),0,WASHBURN,EVERGREEN
T,EVERGREEN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,BRIAN KIENITZ (WRITE-IN),0,WASHBURN,EVERGREEN
T,EVERGREEN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,WASHBURN,EVERGREEN
T,EVERGREEN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-I,0,WASHBURN,EVERGREEN
T,EVERGREEN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ANDRE' RAMONE MCNEIL, SR. (WRITE-IN)",0,WASHBURN,EVERGREEN
T,EVERGREEN,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,SCATTERING,3,WASHBURN,EVERGREEN
T,EVERGREEN,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,TAMMY BALDWIN,278,WASHBURN,EVERGREEN
T,EVERGREEN,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,ERIC HOVDE,491,WASHBURN,EVERGREEN
T,EVERGREEN,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,PHIL ANDERSON,10,WASHBURN,EVERGREEN
T,EVERGREEN,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,THOMAS LEAGER,5,WASHBURN,EVERGREEN
T,EVERGREEN,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,JOHN SCHIESS (WRITE-IN),0,WASHBURN,EVERGREEN
T,EVERGREEN,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,EVERGREEN
T,EVERGREEN,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,KYLE KILBOURN,256,WASHBURN,EVERGREEN
T,EVERGREEN,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,TOM TIFFANY,520,WASHBURN,EVERGREEN
T,EVERGREEN,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,SCATTERING,1,WASHBURN,EVERGREEN
T,EVERGREEN,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,JEANNE RAND BRUCE,269,WASHBURN,EVERGREEN
T,EVERGREEN,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,CHANZ J GREEN,505,WASHBURN,EVERGREEN
T,EVERGREEN,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,SCATTERING,0,WASHBURN,EVERGREEN
T,EVERGREEN,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,AARON MARCOUX,582,WASHBURN,EVERGREEN
T,EVERGREEN,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,SCATTERING,7,WASHBURN,EVERGREEN
T,EVERGREEN,COUNTY_CLERK_ATTORNEY,ALICIA SWEARINGEN,657,WASHBURN,EVERGREEN
T,EVERGREEN,COUNTY_CLERK_ATTORNEY,SCATTERING,4,WASHBURN,EVERGREEN
T,EVERGREEN,COUNTY_TREASURER_ATTORNEY,NICOLE M TIMS,661,WASHBURN,EVERGREEN
T,EVERGREEN,COUNTY_TREASURER_ATTORNEY,SCATTERING,5,WASHBURN,EVERGREEN
T,EVERGREEN,COUNTY_REGISTER OF_DEEDS,JESSICA HEDINGER,658,WASHBURN,EVERGREEN
T,EVERGREEN,COUNTY_REGISTER OF_DEEDS,SCATTERING,5,WASHBURN,EVERGREEN
T,EVERGREEN,STATE_REFERENDUM QUESTION_DEEDS,YES,564,WASHBURN,EVERGREEN
T,EVERGREEN,STATE_REFERENDUM QUESTION_DEEDS,NO,195,WASHBURN,EVERGREEN
T,EVERGREEN,MUNICIPAL_REFERENDUM QUESTION_DEEDS,YES,367,WASHBURN,EVERGREEN
T,EVERGREEN,MUNICIPAL_REFERENDUM QUESTION_DEEDS,NO,381,WASHBURN,EVERGREEN
T,EVERGREEN,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,YES,NA,WASHBURN,EVERGREEN
T,EVERGREEN,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,NO,NA,WASHBURN,EVERGREEN
T,EVERGREEN,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,YES,NA,WASHBURN,EVERGREEN
T,EVERGREEN,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,NO,NA,WASHBURN,EVERGREEN
T,FROG CREEK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,KAMALA D. HARRIS / TIM WALZ,21,WASHBURN,FROG CREEK
T,FROG CREEK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DONALD J. TRUMP / JD VANCE,70,WASHBURN,FROG CREEK
T,FROG CREEK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,RANDALL TERRY / STEPHEN BRODEN,0,WASHBURN,FROG CREEK
T,FROG CREEK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHASE RUSSELL OLIVER / MIKE TER MAAT,0,WASHBURN,FROG CREEK
T,FROG CREEK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,JILL STEIN / RUDOLPH WARE,0,WASHBURN,FROG CREEK
T,FROG CREEK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CLAUDIA DE LA CRUZ / KARINA GARDA,0,WASHBURN,FROG CREEK
T,FROG CREEK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CORNEL WEST / MELINA ABDULLAH,0,WASHBURN,FROG CREEK
T,FROG CREEK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",0,WASHBURN,FROG CREEK
T,FROG CREEK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,PETER SONSKI / LAUREN ONAK (WRITE-IN),0,WASHBURN,FROG CREEK
T,FROG CREEK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHERUNDA LYNN FOX (WRITE-IN),0,WASHBURN,FROG CREEK
T,FROG CREEK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,BRIAN KIENITZ (WRITE-IN),0,WASHBURN,FROG CREEK
T,FROG CREEK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,WASHBURN,FROG CREEK
T,FROG CREEK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-I,0,WASHBURN,FROG CREEK
T,FROG CREEK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ANDRE' RAMONE MCNEIL, SR. (WRITE-IN)",0,WASHBURN,FROG CREEK
T,FROG CREEK,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,FROG CREEK
T,FROG CREEK,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,TAMMY BALDWIN,25,WASHBURN,FROG CREEK
T,FROG CREEK,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,ERIC HOVDE,62,WASHBURN,FROG CREEK
T,FROG CREEK,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,PHIL ANDERSON,0,WASHBURN,FROG CREEK
T,FROG CREEK,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,THOMAS LEAGER,1,WASHBURN,FROG CREEK
T,FROG CREEK,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,JOHN SCHIESS (WRITE-IN),0,WASHBURN,FROG CREEK
T,FROG CREEK,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,FROG CREEK
T,FROG CREEK,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,KYLE KILBOURN,24,WASHBURN,FROG CREEK
T,FROG CREEK,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,TOM TIFFANY,66,WASHBURN,FROG CREEK
T,FROG CREEK,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,SCATTERING,0,WASHBURN,FROG CREEK
T,FROG CREEK,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,JEANNE RAND BRUCE,24,WASHBURN,FROG CREEK
T,FROG CREEK,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,CHANZ J GREEN,64,WASHBURN,FROG CREEK
T,FROG CREEK,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,SCATTERING,0,WASHBURN,FROG CREEK
T,FROG CREEK,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,AARON MARCOUX,71,WASHBURN,FROG CREEK
T,FROG CREEK,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,SCATTERING,0,WASHBURN,FROG CREEK
T,FROG CREEK,COUNTY_CLERK_ATTORNEY,ALICIA SWEARINGEN,85,WASHBURN,FROG CREEK
T,FROG CREEK,COUNTY_CLERK_ATTORNEY,SCATTERING,1,WASHBURN,FROG CREEK
T,FROG CREEK,COUNTY_TREASURER_ATTORNEY,NICOLE M TIMS,84,WASHBURN,FROG CREEK
T,FROG CREEK,COUNTY_TREASURER_ATTORNEY,SCATTERING,0,WASHBURN,FROG CREEK
T,FROG CREEK,COUNTY_REGISTER OF_DEEDS,JESSICA HEDINGER,83,WASHBURN,FROG CREEK
T,FROG CREEK,COUNTY_REGISTER OF_DEEDS,SCATTERING,1,WASHBURN,FROG CREEK
T,FROG CREEK,STATE_REFERENDUM QUESTION_DEEDS,YES,68,WASHBURN,FROG CREEK
T,FROG CREEK,STATE_REFERENDUM QUESTION_DEEDS,NO,21,WASHBURN,FROG CREEK
T,FROG CREEK,MUNICIPAL_REFERENDUM QUESTION_DEEDS,YES,NA,WASHBURN,FROG CREEK
T,FROG CREEK,MUNICIPAL_REFERENDUM QUESTION_DEEDS,NO,NA,WASHBURN,FROG CREEK
T,FROG CREEK,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,YES,45,WASHBURN,FROG CREEK
T,FROG CREEK,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,NO,39,WASHBURN,FROG CREEK
T,FROG CREEK,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,YES,NA,WASHBURN,FROG CREEK
T,FROG CREEK,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,NO,NA,WASHBURN,FROG CREEK
T,GULL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,KAMALA D. HARRIS / TIM WALZ,44,WASHBURN,GULL LAKE
T,GULL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DONALD J. TRUMP / JD VANCE,82,WASHBURN,GULL LAKE
T,GULL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,RANDALL TERRY / STEPHEN BRODEN,1,WASHBURN,GULL LAKE
T,GULL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHASE RUSSELL OLIVER / MIKE TER MAAT,0,WASHBURN,GULL LAKE
T,GULL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,JILL STEIN / RUDOLPH WARE,1,WASHBURN,GULL LAKE
T,GULL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CLAUDIA DE LA CRUZ / KARINA GARDA,0,WASHBURN,GULL LAKE
T,GULL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CORNEL WEST / MELINA ABDULLAH,0,WASHBURN,GULL LAKE
T,GULL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",1,WASHBURN,GULL LAKE
T,GULL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,PETER SONSKI / LAUREN ONAK (WRITE-IN),0,WASHBURN,GULL LAKE
T,GULL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHERUNDA LYNN FOX (WRITE-IN),0,WASHBURN,GULL LAKE
T,GULL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,BRIAN KIENITZ (WRITE-IN),0,WASHBURN,GULL LAKE
T,GULL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,WASHBURN,GULL LAKE
T,GULL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-I,0,WASHBURN,GULL LAKE
T,GULL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ANDRE' RAMONE MCNEIL, SR. (WRITE-IN)",0,WASHBURN,GULL LAKE
T,GULL LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,GULL LAKE
T,GULL LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,TAMMY BALDWIN,47,WASHBURN,GULL LAKE
T,GULL LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,ERIC HOVDE,79,WASHBURN,GULL LAKE
T,GULL LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,PHIL ANDERSON,1,WASHBURN,GULL LAKE
T,GULL LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,THOMAS LEAGER,1,WASHBURN,GULL LAKE
T,GULL LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,JOHN SCHIESS (WRITE-IN),0,WASHBURN,GULL LAKE
T,GULL LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,GULL LAKE
T,GULL LAKE,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,KYLE KILBOURN,42,WASHBURN,GULL LAKE
T,GULL LAKE,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,TOM TIFFANY,85,WASHBURN,GULL LAKE
T,GULL LAKE,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,SCATTERING,0,WASHBURN,GULL LAKE
T,GULL LAKE,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,JEANNE RAND BRUCE,44,WASHBURN,GULL LAKE
T,GULL LAKE,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,CHANZ J GREEN,82,WASHBURN,GULL LAKE
T,GULL LAKE,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,SCATTERING,0,WASHBURN,GULL LAKE
T,GULL LAKE,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,AARON MARCOUX,94,WASHBURN,GULL LAKE
T,GULL LAKE,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,SCATTERING,0,WASHBURN,GULL LAKE
T,GULL LAKE,COUNTY_CLERK_ATTORNEY,ALICIA SWEARINGEN,108,WASHBURN,GULL LAKE
T,GULL LAKE,COUNTY_CLERK_ATTORNEY,SCATTERING,0,WASHBURN,GULL LAKE
T,GULL LAKE,COUNTY_TREASURER_ATTORNEY,NICOLE M TIMS,108,WASHBURN,GULL LAKE
T,GULL LAKE,COUNTY_TREASURER_ATTORNEY,SCATTERING,0,WASHBURN,GULL LAKE
T,GULL LAKE,COUNTY_REGISTER OF_DEEDS,JESSICA HEDINGER,109,WASHBURN,GULL LAKE
T,GULL LAKE,COUNTY_REGISTER OF_DEEDS,SCATTERING,0,WASHBURN,GULL LAKE
T,GULL LAKE,STATE_REFERENDUM QUESTION_DEEDS,YES,99,WASHBURN,GULL LAKE
T,GULL LAKE,STATE_REFERENDUM QUESTION_DEEDS,NO,25,WASHBURN,GULL LAKE
T,GULL LAKE,MUNICIPAL_REFERENDUM QUESTION_DEEDS,YES,NA,WASHBURN,GULL LAKE
T,GULL LAKE,MUNICIPAL_REFERENDUM QUESTION_DEEDS,NO,NA,WASHBURN,GULL LAKE
T,GULL LAKE,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,YES,NA,WASHBURN,GULL LAKE
T,GULL LAKE,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,NO,NA,WASHBURN,GULL LAKE
T,GULL LAKE,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,YES,NA,WASHBURN,GULL LAKE
T,GULL LAKE,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,NO,NA,WASHBURN,GULL LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,KAMALA D. HARRIS / TIM WALZ,187,WASHBURN,LONG LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DONALD J. TRUMP / JD VANCE,294,WASHBURN,LONG LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,RANDALL TERRY / STEPHEN BRODEN,0,WASHBURN,LONG LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHASE RUSSELL OLIVER / MIKE TER MAAT,0,WASHBURN,LONG LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,JILL STEIN / RUDOLPH WARE,1,WASHBURN,LONG LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CLAUDIA DE LA CRUZ / KARINA GARDA,0,WASHBURN,LONG LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CORNEL WEST / MELINA ABDULLAH,0,WASHBURN,LONG LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",3,WASHBURN,LONG LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,PETER SONSKI / LAUREN ONAK (WRITE-IN),0,WASHBURN,LONG LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHERUNDA LYNN FOX (WRITE-IN),0,WASHBURN,LONG LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,BRIAN KIENITZ (WRITE-IN),0,WASHBURN,LONG LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN),0,WASHBURN,LONG LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,FUTURE MADAM POTUS / JESSICA KENNEDY (WRITE-I,0,WASHBURN,LONG LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ANDRE' RAMONE MCNEIL, SR. (WRITE-IN)",0,WASHBURN,LONG LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,SCATTERING,2,WASHBURN,LONG LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,TAMMY BALDWIN,185,WASHBURN,LONG LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,ERIC HOVDE,296,WASHBURN,LONG LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,PHIL ANDERSON,5,WASHBURN,LONG LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,THOMAS LEAGER,2,WASHBURN,LONG LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,JOHN SCHIESS (WRITE-IN),0,WASHBURN,LONG LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_US SENATOR_BALLOT CANDIDATES,SCATTERING,0,WASHBURN,LONG LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,KYLE KILBOURN,165,WASHBURN,LONG LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,TOM TIFFANY,311,WASHBURN,LONG LAKE
T,LONG LAKE,F E D E R A L O F F I C E S_CONGRESSIONAL_REP -DIST 7,SCATTERING,0,WASHBURN,LONG LAKE
T,LONG LAKE,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,JEANNE RAND BRUCE,170,WASHBURN,LONG LAKE
T,LONG LAKE,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,CHANZ J GREEN,296,WASHBURN,LONG LAKE
T,LONG LAKE,LEGISLATIVE & STATE_REP TO ASSEMBLY_74TH,SCATTERING,0,WASHBURN,LONG LAKE
T,LONG LAKE,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,AARON MARCOUX,353,WASHBURN,LONG LAKE
T,LONG LAKE,LEGISLATIVE & STATE_DISTRICT_ATTORNEY,SCATTERING,5,WASHBURN,LONG LAKE
T,LONG LAKE,COUNTY_CLERK_ATTORNEY,ALICIA SWEARINGEN,398,WASHBURN,LONG LAKE
T,LONG LAKE,COUNTY_CLERK_ATTORNEY,SCATTERING,5,WASHBURN,LONG LAKE
T,LONG LAKE,COUNTY_TREASURER_ATTORNEY,NICOLE M TIMS,395,WASHBURN,LONG LAKE
T,LONG LAKE,COUNTY_TREASURER_ATTORNEY,SCATTERING,7,WASHBURN,LONG LAKE
T,LONG LAKE,COUNTY_REGISTER OF_DEEDS,JESSICA HEDINGER,389,WASHBURN,LONG LAKE
T,LONG LAKE,COUNTY_REGISTER OF_DEEDS,SCATTERING,0,WASHBURN,LONG LAKE
T,LONG LAKE,STATE_REFERENDUM QUESTION_DEEDS,YES,325,WASHBURN,LONG LAKE
T,LONG LAKE,STATE_REFERENDUM QUESTION_DEEDS,NO,150,WASHBURN,LONG LAKE
T,LONG LAKE,MUNICIPAL_REFERENDUM QUESTION_DEEDS,YES,NA,WASHBURN,LONG LAKE
T,LONG LAKE,MUNICIPAL_REFERENDUM QUESTION_DEEDS,NO,NA,WASHBURN,LONG LAKE
T,LONG LAKE,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,YES,NA,WASHBURN,LONG LAKE
T,LONG LAKE,SCHOOL DISTRICTS_REFERENDUM QUESTION_NORTHWOOD,NO,NA,WASHBURN,LONG LAKE
T,LONG LAKE,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,YES,NA,WASHBURN,LONG LAKE
T,LONG LAKE,SCHOOL DISTRICTS_REFERENDUM QUESTION_SHELL LAKE,NO,NA,WASHBURN,LONG LAKE
T,MADGE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,KAMALA D. HARRIS / TIM WALZ,159,WASHBURN,MADGE
T,MADGE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,DONALD J. TRUMP / JD VANCE,233,WASHBURN,MADGE
T,MADGE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,RANDALL TERRY / STEPHEN BRODEN,0,WASHBURN,MADGE
T,MADGE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHASE RUSSELL OLIVER / MIKE TER MAAT,1,WASHBURN,MADGE
T,MADGE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,JILL STEIN / RUDOLPH WARE,0,WASHBURN,MADGE
T,MADGE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CLAUDIA DE LA CRUZ / KARINA GARDA,0,WASHBURN,MADGE
T,MADGE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CORNEL WEST / MELINA ABDULLAH,0,WASHBURN,MADGE
T,MADGE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,"ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN",1,WASHBURN,MADGE
T,MADGE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,PETER SONSKI / LAUREN ONAK (WRITE-IN),0,WASHBURN,MADGE
T,MADGE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,CHERUNDA LYNN FOX (WRITE-IN),0,WASHBURN,MADGE
T,MADGE,F E D E R A L O F F I C E S_PRESIDENTIAL_BALLOT CANDIDATES,BRIAN KIENITZ (WRITE-IN),0,WASHBURN,MADGE
