candidate,contest,reporting_unit,votes,county,ctv,municipality
ERIC HOVDE,11) UNITED STATES SENATOR,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
ERIC HOVDE,11) UNITED STATES SENATOR,T STELLA W 1-2,NA,ONEIDA,T,STELLA
ERIC HOVDE,11) UNITED STATES SENATOR,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
ERIC HOVDE,11) UNITED STATES SENATOR,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
ERIC HOVDE,11) UNITED STATES SENATOR,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
ERIC HOVDE,11) UNITED STATES SENATOR,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
ERIC HOVDE,11) UNITED STATES SENATOR,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
PHIL ANDERSON,11) UNITED STATES SENATOR,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
PHIL ANDERSON,11) UNITED STATES SENATOR,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
PHIL ANDERSON,11) UNITED STATES SENATOR,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
PHIL ANDERSON,11) UNITED STATES SENATOR,T HAZELHURST W 1-2,NA,ONEIDA,T,HAZELHURST
PHIL ANDERSON,11) UNITED STATES SENATOR,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
PHIL ANDERSON,11) UNITED STATES SENATOR,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
PHIL ANDERSON,11) UNITED STATES SENATOR,T LYNNE W 1,NA,ONEIDA,T,LYNNE
PHIL ANDERSON,11) UNITED STATES SENATOR,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
PHIL ANDERSON,11) UNITED STATES SENATOR,T MONICO W 1,NA,ONEIDA,T,MONICO
PHIL ANDERSON,11) UNITED STATES SENATOR,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
PHIL ANDERSON,11) UNITED STATES SENATOR,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
PHIL ANDERSON,11) UNITED STATES SENATOR,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
PHIL ANDERSON,11) UNITED STATES SENATOR,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
PHIL ANDERSON,11) UNITED STATES SENATOR,T PIEHL W 1,NA,ONEIDA,T,PIEHL
PHIL ANDERSON,11) UNITED STATES SENATOR,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
PHIL ANDERSON,11) UNITED STATES SENATOR,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
PHIL ANDERSON,11) UNITED STATES SENATOR,T STELLA W 1-2,NA,ONEIDA,T,STELLA
PHIL ANDERSON,11) UNITED STATES SENATOR,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
PHIL ANDERSON,11) UNITED STATES SENATOR,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
PHIL ANDERSON,11) UNITED STATES SENATOR,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
PHIL ANDERSON,11) UNITED STATES SENATOR,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
PHIL ANDERSON,11) UNITED STATES SENATOR,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
THOMAS LEAGER,11) UNITED STATES SENATOR,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
THOMAS LEAGER,11) UNITED STATES SENATOR,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
THOMAS LEAGER,11) UNITED STATES SENATOR,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
THOMAS LEAGER,11) UNITED STATES SENATOR,T HAZELHURST W 1-2,NA,ONEIDA,T,HAZELHURST
THOMAS LEAGER,11) UNITED STATES SENATOR,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
THOMAS LEAGER,11) UNITED STATES SENATOR,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
THOMAS LEAGER,11) UNITED STATES SENATOR,T LYNNE W 1,NA,ONEIDA,T,LYNNE
THOMAS LEAGER,11) UNITED STATES SENATOR,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
THOMAS LEAGER,11) UNITED STATES SENATOR,T MONICO W 1,NA,ONEIDA,T,MONICO
THOMAS LEAGER,11) UNITED STATES SENATOR,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
THOMAS LEAGER,11) UNITED STATES SENATOR,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
THOMAS LEAGER,11) UNITED STATES SENATOR,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
THOMAS LEAGER,11) UNITED STATES SENATOR,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
THOMAS LEAGER,11) UNITED STATES SENATOR,T PIEHL W 1,NA,ONEIDA,T,PIEHL
THOMAS LEAGER,11) UNITED STATES SENATOR,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
THOMAS LEAGER,11) UNITED STATES SENATOR,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
THOMAS LEAGER,11) UNITED STATES SENATOR,T STELLA W 1-2,NA,ONEIDA,T,STELLA
THOMAS LEAGER,11) UNITED STATES SENATOR,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
THOMAS LEAGER,11) UNITED STATES SENATOR,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
THOMAS LEAGER,11) UNITED STATES SENATOR,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
THOMAS LEAGER,11) UNITED STATES SENATOR,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
THOMAS LEAGER,11) UNITED STATES SENATOR,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
JOHN SCHIESS,11) UNITED STATES SENATOR,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
JOHN SCHIESS,11) UNITED STATES SENATOR,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
JOHN SCHIESS,11) UNITED STATES SENATOR,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
JOHN SCHIESS,11) UNITED STATES SENATOR,T HAZELHURST W 1-2,NA,ONEIDA,T,HAZELHURST
JOHN SCHIESS,11) UNITED STATES SENATOR,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
JOHN SCHIESS,11) UNITED STATES SENATOR,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
JOHN SCHIESS,11) UNITED STATES SENATOR,T LYNNE W 1,NA,ONEIDA,T,LYNNE
JOHN SCHIESS,11) UNITED STATES SENATOR,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
JOHN SCHIESS,11) UNITED STATES SENATOR,T MONICO W 1,NA,ONEIDA,T,MONICO
JOHN SCHIESS,11) UNITED STATES SENATOR,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
JOHN SCHIESS,11) UNITED STATES SENATOR,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
JOHN SCHIESS,11) UNITED STATES SENATOR,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
JOHN SCHIESS,11) UNITED STATES SENATOR,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
JOHN SCHIESS,11) UNITED STATES SENATOR,T PIEHL W 1,NA,ONEIDA,T,PIEHL
JOHN SCHIESS,11) UNITED STATES SENATOR,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
JOHN SCHIESS,11) UNITED STATES SENATOR,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
JOHN SCHIESS,11) UNITED STATES SENATOR,T STELLA W 1-2,NA,ONEIDA,T,STELLA
JOHN SCHIESS,11) UNITED STATES SENATOR,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
JOHN SCHIESS,11) UNITED STATES SENATOR,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
JOHN SCHIESS,11) UNITED STATES SENATOR,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
JOHN SCHIESS,11) UNITED STATES SENATOR,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
JOHN SCHIESS,11) UNITED STATES SENATOR,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
SCATTERING,11) UNITED STATES SENATOR,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
SCATTERING,11) UNITED STATES SENATOR,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
SCATTERING,11) UNITED STATES SENATOR,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
SCATTERING,11) UNITED STATES SENATOR,T HAZELHURST W 1-2,NA,ONEIDA,T,HAZELHURST
SCATTERING,11) UNITED STATES SENATOR,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
SCATTERING,11) UNITED STATES SENATOR,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
SCATTERING,11) UNITED STATES SENATOR,T LYNNE W 1,NA,ONEIDA,T,LYNNE
SCATTERING,11) UNITED STATES SENATOR,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
SCATTERING,11) UNITED STATES SENATOR,T MONICO W 1,NA,ONEIDA,T,MONICO
SCATTERING,11) UNITED STATES SENATOR,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
SCATTERING,11) UNITED STATES SENATOR,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
SCATTERING,11) UNITED STATES SENATOR,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
SCATTERING,11) UNITED STATES SENATOR,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
SCATTERING,11) UNITED STATES SENATOR,T PIEHL W 1,NA,ONEIDA,T,PIEHL
SCATTERING,11) UNITED STATES SENATOR,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
SCATTERING,11) UNITED STATES SENATOR,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
SCATTERING,11) UNITED STATES SENATOR,T STELLA W 1-2,NA,ONEIDA,T,STELLA
SCATTERING,11) UNITED STATES SENATOR,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
SCATTERING,11) UNITED STATES SENATOR,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
SCATTERING,11) UNITED STATES SENATOR,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
SCATTERING,11) UNITED STATES SENATOR,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
SCATTERING,11) UNITED STATES SENATOR,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T HAZELHURST W 1-2,NA,ONEIDA,T,HAZELHURST
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T LYNNE W 1,NA,ONEIDA,T,LYNNE
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T MONICO W 1,NA,ONEIDA,T,MONICO
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T PIEHL W 1,NA,ONEIDA,T,PIEHL
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T STELLA W 1-2,NA,ONEIDA,T,STELLA
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
KYLE KILBOURN,12) REP IN CONGRESS DISTRICT 7,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T HAZELHURST W 1-2,NA,ONEIDA,T,HAZELHURST
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T LYNNE W 1,NA,ONEIDA,T,LYNNE
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T MONICO W 1,NA,ONEIDA,T,MONICO
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T PIEHL W 1,NA,ONEIDA,T,PIEHL
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T STELLA W 1-2,NA,ONEIDA,T,STELLA
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
TOM TIFFANY,12) REP IN CONGRESS DISTRICT 7,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T HAZELHURST W 1-2,NA,ONEIDA,T,HAZELHURST
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T LYNNE W 1,NA,ONEIDA,T,LYNNE
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T MONICO W 1,NA,ONEIDA,T,MONICO
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T PIEHL W 1,NA,ONEIDA,T,PIEHL
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T STELLA W 1-2,NA,ONEIDA,T,STELLA
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
SCATTERING,12) REP IN CONGRESS DISTRICT 7,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
SCATTERING,12) REP IN CONGRESS DISTRICT 7,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
ANDI RICH,13) STATE SENATOR DISTRICT 12,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
ANDI RICH,13) STATE SENATOR DISTRICT 12,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
ANDI RICH,13) STATE SENATOR DISTRICT 12,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
ANDI RICH,13) STATE SENATOR DISTRICT 12,T HAZELHURST W 1-2,NA,ONEIDA,T,HAZELHURST
ANDI RICH,13) STATE SENATOR DISTRICT 12,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
ANDI RICH,13) STATE SENATOR DISTRICT 12,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
ANDI RICH,13) STATE SENATOR DISTRICT 12,T LYNNE W 1,NA,ONEIDA,T,LYNNE
ANDI RICH,13) STATE SENATOR DISTRICT 12,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
ANDI RICH,13) STATE SENATOR DISTRICT 12,T MONICO W 1,NA,ONEIDA,T,MONICO
ANDI RICH,13) STATE SENATOR DISTRICT 12,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
ANDI RICH,13) STATE SENATOR DISTRICT 12,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
ANDI RICH,13) STATE SENATOR DISTRICT 12,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
ANDI RICH,13) STATE SENATOR DISTRICT 12,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
ANDI RICH,13) STATE SENATOR DISTRICT 12,T PIEHL W 1,NA,ONEIDA,T,PIEHL
ANDI RICH,13) STATE SENATOR DISTRICT 12,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
ANDI RICH,13) STATE SENATOR DISTRICT 12,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
ANDI RICH,13) STATE SENATOR DISTRICT 12,T STELLA W 1-2,NA,ONEIDA,T,STELLA
ANDI RICH,13) STATE SENATOR DISTRICT 12,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
ANDI RICH,13) STATE SENATOR DISTRICT 12,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
ANDI RICH,13) STATE SENATOR DISTRICT 12,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
ANDI RICH,13) STATE SENATOR DISTRICT 12,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
ANDI RICH,13) STATE SENATOR DISTRICT 12,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T HAZELHURST W 1-2,NA,ONEIDA,T,HAZELHURST
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T LYNNE W 1,NA,ONEIDA,T,LYNNE
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T MONICO W 1,NA,ONEIDA,T,MONICO
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T PIEHL W 1,NA,ONEIDA,T,PIEHL
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T STELLA W 1-2,NA,ONEIDA,T,STELLA
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
MARY FELZKOWSKI,13) STATE SENATOR DISTRICT 12,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
SCATTERING,13) STATE SENATOR DISTRICT 12,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
SCATTERING,13) STATE SENATOR DISTRICT 12,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
SCATTERING,13) STATE SENATOR DISTRICT 12,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
SCATTERING,13) STATE SENATOR DISTRICT 12,T HAZELHURST W 1-2,NA,ONEIDA,T,HAZELHURST
SCATTERING,13) STATE SENATOR DISTRICT 12,T LAKE TOMAHAWK W 1-2,NA,ONEIDA,T,LAKE TOMAHAWK
SCATTERING,13) STATE SENATOR DISTRICT 12,T LITTLE RICE W 1,NA,ONEIDA,T,LITTLE RICE
SCATTERING,13) STATE SENATOR DISTRICT 12,T LYNNE W 1,NA,ONEIDA,T,LYNNE
SCATTERING,13) STATE SENATOR DISTRICT 12,T MINOCQUA W 1-7,NA,ONEIDA,T,MINOCQUA
SCATTERING,13) STATE SENATOR DISTRICT 12,T MONICO W 1,NA,ONEIDA,T,MONICO
SCATTERING,13) STATE SENATOR DISTRICT 12,T NEWBOLD W 1,NA,ONEIDA,T,NEWBOLD
SCATTERING,13) STATE SENATOR DISTRICT 12,T NEWBOLD W 2-4,NA,ONEIDA,T,NEWBOLD
SCATTERING,13) STATE SENATOR DISTRICT 12,T NOKOMIS W 1-2,NA,ONEIDA,T,NOKOMIS
SCATTERING,13) STATE SENATOR DISTRICT 12,T PELICAN W 1- 4,NA,ONEIDA,T,PELICAN
SCATTERING,13) STATE SENATOR DISTRICT 12,T PIEHL W 1,NA,ONEIDA,T,PIEHL
SCATTERING,13) STATE SENATOR DISTRICT 12,T PINE LAKE W 1-4,NA,ONEIDA,T,PINE LAKE
SCATTERING,13) STATE SENATOR DISTRICT 12,T SCHOEPKE W 1,NA,ONEIDA,T,SCHOEPKE
SCATTERING,13) STATE SENATOR DISTRICT 12,T STELLA W 1-2,NA,ONEIDA,T,STELLA
SCATTERING,13) STATE SENATOR DISTRICT 12,T SUGAR CAMP W 1-2,NA,ONEIDA,T,SUGAR CAMP
SCATTERING,13) STATE SENATOR DISTRICT 12,T THREE LAKES W 1-4,NA,ONEIDA,T,THREE LAKES
SCATTERING,13) STATE SENATOR DISTRICT 12,T WOODBORO W 1,NA,ONEIDA,T,WOODBORO
SCATTERING,13) STATE SENATOR DISTRICT 12,T WOODRUFF W 1-3,NA,ONEIDA,T,WOODRUFF
SCATTERING,13) STATE SENATOR DISTRICT 12,C RHINELANDER W 1-17,NA,ONEIDA,C,RHINELANDER
"DENNIS NITZEL, SR.",14) REP TO ASSEMBLY DISTRICT #34,T CASSIAN W 1-2,NA,ONEIDA,T,CASSIAN
"DENNIS NITZEL, SR.",14) REP TO ASSEMBLY DISTRICT #34,T CRESCENT W 1-3,NA,ONEIDA,T,CRESCENT
"DENNIS NITZEL, SR.",14) REP TO ASSEMBLY DISTRICT #34,T ENTERPRISE W 1,NA,ONEIDA,T,ENTERPRISE
