reporting_unit,contest,candidate,votes,county,municipality,ctv
WASHINGTON - WARDS 1 - 3,PRESIDENTIAL,"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",0,VILAS,WASHINGTON,T
WASHINGTON - WARDS 1 - 3,PRESIDENTIAL,SCATTERING,1,VILAS,WASHINGTON,T
WASHINGTON - WARDS 1 - 3,U.S. SENATOR,TAMMY BALDWIN,397,VILAS,WASHINGTON,T
WASHINGTON - WARDS 1 - 3,U.S. SENATOR,ERIC HOVDE,814,VILAS,WASHINGTON,T
WASHINGTON - WARDS 1 - 3,U.S. SENATOR,PHIL ANDERSON,11,VILAS,WASHINGTON,T
WASHINGTON - WARDS 1 - 3,U.S. SENATOR,THOMAS LEAGER,8,VILAS,WASHINGTON,T
WASHINGTON - WARDS 1 - 3,U.S. SENATOR,JOHN SCHIESS (WRITE-IN),0,VILAS,WASHINGTON,T
WASHINGTON - WARDS 1 - 3,U.S. SENATOR,SCATTERING,0,VILAS,WASHINGTON,T
WASHINGTON - WARDS 1 - 3,CONGRESSIONAL_DISTRICT 7,KYLE KILBOURN,343,VILAS,WASHINGTON,T
WASHINGTON - WARDS 1 - 3,CONGRESSIONAL_DISTRICT 7,TOM TIFFANY,865,VILAS,WASHINGTON,T
WASHINGTON - WARDS 1 - 3,CONGRESSIONAL_DISTRICT 7,SCATTERING,1,VILAS,WASHINGTON,T
WASHINGTON - WARDS 1 - 3,STATE SENATOR DIST. 12_DISTRICT 7,ANDI RICH,341,VILAS,WASHINGTON,T
WASHINGTON - WARDS 1 - 3,STATE SENATOR DIST. 12_DISTRICT 7,MARY FELZKOWSKI,873,VILAS,WASHINGTON,T
WASHINGTON - WARDS 1 - 3,STATE SENATOR DIST. 12_DISTRICT 7,SCATTERING,0,VILAS,WASHINGTON,T
WASHINGTON - WARDS 1 - 3,STATE ASSEMBLY DIST. 34_DISTRICT 7,"DENNIS NITZEL, SR.",338,VILAS,WASHINGTON,T
WASHINGTON - WARDS 1 - 3,STATE ASSEMBLY DIST. 34_DISTRICT 7,ROB SWEARINGEN,886,VILAS,WASHINGTON,T
WASHINGTON - WARDS 1 - 3,STATE ASSEMBLY DIST. 34_DISTRICT 7,SCATTERING,0,VILAS,WASHINGTON,T
WASHINGTON - WARDS 1 - 3,DISTRICT ATTORNEY_DISTRICT 7,KARL P. HAYES,885,VILAS,WASHINGTON,T
WASHINGTON - WARDS 1 - 3,DISTRICT ATTORNEY_DISTRICT 7,SCATTERING,9,VILAS,WASHINGTON,T
WINCHESTER - WARD 1,PRESIDENTIAL,KAMALA D. HARRIS / TIM WALZ,147,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,PRESIDENTIAL,DONALD J. TRUMP / JD VANCE,245,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,PRESIDENTIAL,RANDALL TERRY / STEPHEN BRODEN,0,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,PRESIDENTIAL,CHASE RUSSELL OLIVER / MIKE TER MAAT,1,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,PRESIDENTIAL,JILL STEIN / RUDOLPH WARE,0,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,PRESIDENTIAL,CLAUDIA DE LA CRUZ / KARINA GARCIA,0,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,PRESIDENTIAL,CORNEL WEST / MELINA ABDULLAH,0,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,PRESIDENTIAL,"ROBERT F. KENNEDY, JR. / NICOLE SHANANHA",2,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,PRESIDENTIAL,PETER SONSKI / LAUREN ONAK (WRITE-IN),0,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,PRESIDENTIAL,CHERUNDA LYNN FOX (WRITE-IN),0,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,PRESIDENTIAL,BRIAN KIENITZ (WRITE-IN),0,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,PRESIDENTIAL,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN,0,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,PRESIDENTIAL,FUTURE MADAM POTUS / JESSICA KENNEDY (,0,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,PRESIDENTIAL,"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",0,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,PRESIDENTIAL,SCATTERING,2,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,U.S. SENATOR,TAMMY BALDWIN,154,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,U.S. SENATOR,ERIC HOVDE,238,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,U.S. SENATOR,PHIL ANDERSON,3,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,U.S. SENATOR,THOMAS LEAGER,0,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,U.S. SENATOR,JOHN SCHIESS (WRITE-IN),0,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,U.S. SENATOR,SCATTERING,0,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,CONGRESSIONAL_DISTRICT 7,KYLE KILBOURN,134,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,CONGRESSIONAL_DISTRICT 7,TOM TIFFANY,248,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,CONGRESSIONAL_DISTRICT 7,SCATTERING,0,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,STATE SENATOR DIST. 12_DISTRICT 7,ANDI RICH,131,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,STATE SENATOR DIST. 12_DISTRICT 7,MARY FELZKOWSKI,253,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,STATE SENATOR DIST. 12_DISTRICT 7,SCATTERING,0,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,STATE ASSEMBLY DIST. 34_DISTRICT 7,"DENNIS NITZEL, SR.",133,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,STATE ASSEMBLY DIST. 34_DISTRICT 7,ROB SWEARINGEN,256,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,STATE ASSEMBLY DIST. 34_DISTRICT 7,SCATTERING,0,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,DISTRICT ATTORNEY_DISTRICT 7,KARL P. HAYES,260,VILAS,WINCHESTER,T
WINCHESTER - WARD 1,DISTRICT ATTORNEY_DISTRICT 7,SCATTERING,2,VILAS,WINCHESTER,T
EAGLE RIVER - WARDS 1 - 5,PRESIDENTIAL,KAMALA D. HARRIS / TIM WALZ,367,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,PRESIDENTIAL,DONALD J. TRUMP / JD VANCE,547,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,PRESIDENTIAL,RANDALL TERRY / STEPHEN BRODEN,0,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,PRESIDENTIAL,CHASE RUSSELL OLIVER / MIKE TER MAAT,2,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,PRESIDENTIAL,JILL STEIN / RUDOLPH WARE,0,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,PRESIDENTIAL,CLAUDIA DE LA CRUZ / KARINA GARCIA,0,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,PRESIDENTIAL,CORNEL WEST / MELINA ABDULLAH,0,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,PRESIDENTIAL,"ROBERT F. KENNEDY, JR. / NICOLE SHANANHA",7,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,PRESIDENTIAL,PETER SONSKI / LAUREN ONAK (WRITE-IN),1,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,PRESIDENTIAL,CHERUNDA LYNN FOX (WRITE-IN),0,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,PRESIDENTIAL,BRIAN KIENITZ (WRITE-IN),0,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,PRESIDENTIAL,DOUG JENKINS / KIMBERLY LALONDE (WRITE-IN,0,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,PRESIDENTIAL,FUTURE MADAM POTUS / JESSICA KENNEDY (,0,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,PRESIDENTIAL,"ANDRE RAMONE MCNEIL, SR. (WRITE-IN)",0,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,PRESIDENTIAL,SCATTERING,3,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,U.S. SENATOR,TAMMY BALDWIN,380,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,U.S. SENATOR,ERIC HOVDE,519,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,U.S. SENATOR,PHIL ANDERSON,11,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,U.S. SENATOR,THOMAS LEAGER,8,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,U.S. SENATOR,JOHN SCHIESS (WRITE-IN),0,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,U.S. SENATOR,SCATTERING,2,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,CONGRESSIONAL_DISTRICT 7,KYLE KILBOURN,324,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,CONGRESSIONAL_DISTRICT 7,TOM TIFFANY,567,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,CONGRESSIONAL_DISTRICT 7,SCATTERING,1,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,STATE SENATOR DIST. 12_DISTRICT 7,ANDI RICH,336,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,STATE SENATOR DIST. 12_DISTRICT 7,MARY FELZKOWSKI,546,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,STATE SENATOR DIST. 12_DISTRICT 7,SCATTERING,1,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,STATE ASSEMBLY DIST. 34_DISTRICT 7,"DENNIS NITZEL, SR.",323,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,STATE ASSEMBLY DIST. 34_DISTRICT 7,ROB SWEARINGEN,568,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,STATE ASSEMBLY DIST. 34_DISTRICT 7,SCATTERING,0,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,DISTRICT ATTORNEY_DISTRICT 7,KARL P. HAYES,649,VILAS,EAGLE RIVER,C
EAGLE RIVER - WARDS 1 - 5,DISTRICT ATTORNEY_DISTRICT 7,SCATTERING,6,VILAS,EAGLE RIVER,C
