municipality,reporting_unit,contest,candidate,votes,county,ctv
IOLA,VILLAGE OF IOLA WARDS 1-2,PRESIDENT,PETER SONSKI LAUREN ONAK (WRITE-IN),0,WAUPACA,V
IOLA,VILLAGE OF IOLA WARDS 1-2,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,WAUPACA,V
IOLA,VILLAGE OF IOLA WARDS 1-2,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,WAUPACA,V
IOLA,VILLAGE OF IOLA WARDS 1-2,PRESIDENT,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,WAUPACA,V
IOLA,VILLAGE OF IOLA WARDS 1-2,PRESIDENT,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,WAUPACA,V
IOLA,VILLAGE OF IOLA WARDS 1-2,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,WAUPACA,V
IOLA,VILLAGE OF IOLA WARDS 1-2,PRESIDENT,SCATTERING,1,WAUPACA,V
OGDENSBURG,VILLAGE OF OGDENSBURG WARD 1,PRESIDENT,KAMALA D. HARRIS TIM WALZ,27,WAUPACA,V
OGDENSBURG,VILLAGE OF OGDENSBURG WARD 1,PRESIDENT,DONALD J. TRUMP JD VANCE,75,WAUPACA,V
OGDENSBURG,VILLAGE OF OGDENSBURG WARD 1,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,0,WAUPACA,V
OGDENSBURG,VILLAGE OF OGDENSBURG WARD 1,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,0,WAUPACA,V
OGDENSBURG,VILLAGE OF OGDENSBURG WARD 1,PRESIDENT,JILL STEIN RUDOLPH WARE,2,WAUPACA,V
OGDENSBURG,VILLAGE OF OGDENSBURG WARD 1,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,WAUPACA,V
OGDENSBURG,VILLAGE OF OGDENSBURG WARD 1,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,WAUPACA,V
OGDENSBURG,VILLAGE OF OGDENSBURG WARD 1,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",1,WAUPACA,V
OGDENSBURG,VILLAGE OF OGDENSBURG WARD 1,PRESIDENT,PETER SONSKI LAUREN ONAK (WRITE-IN),0,WAUPACA,V
OGDENSBURG,VILLAGE OF OGDENSBURG WARD 1,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,WAUPACA,V
OGDENSBURG,VILLAGE OF OGDENSBURG WARD 1,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,WAUPACA,V
OGDENSBURG,VILLAGE OF OGDENSBURG WARD 1,PRESIDENT,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,WAUPACA,V
OGDENSBURG,VILLAGE OF OGDENSBURG WARD 1,PRESIDENT,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,WAUPACA,V
OGDENSBURG,VILLAGE OF OGDENSBURG WARD 1,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,WAUPACA,V
OGDENSBURG,VILLAGE OF OGDENSBURG WARD 1,PRESIDENT,SCATTERING,0,WAUPACA,V
SCANDINAVIA,VILLAGE OF SCANDINAVIA WARD 1,PRESIDENT,KAMALA D. HARRIS TIM WALZ,87,WAUPACA,V
SCANDINAVIA,VILLAGE OF SCANDINAVIA WARD 1,PRESIDENT,DONALD J. TRUMP JD VANCE,130,WAUPACA,V
SCANDINAVIA,VILLAGE OF SCANDINAVIA WARD 1,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,0,WAUPACA,V
SCANDINAVIA,VILLAGE OF SCANDINAVIA WARD 1,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,0,WAUPACA,V
SCANDINAVIA,VILLAGE OF SCANDINAVIA WARD 1,PRESIDENT,JILL STEIN RUDOLPH WARE,0,WAUPACA,V
SCANDINAVIA,VILLAGE OF SCANDINAVIA WARD 1,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,WAUPACA,V
SCANDINAVIA,VILLAGE OF SCANDINAVIA WARD 1,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,WAUPACA,V
SCANDINAVIA,VILLAGE OF SCANDINAVIA WARD 1,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",0,WAUPACA,V
SCANDINAVIA,VILLAGE OF SCANDINAVIA WARD 1,PRESIDENT,PETER SONSKI LAUREN ONAK (WRITE-IN),0,WAUPACA,V
SCANDINAVIA,VILLAGE OF SCANDINAVIA WARD 1,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,WAUPACA,V
SCANDINAVIA,VILLAGE OF SCANDINAVIA WARD 1,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,WAUPACA,V
SCANDINAVIA,VILLAGE OF SCANDINAVIA WARD 1,PRESIDENT,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,WAUPACA,V
SCANDINAVIA,VILLAGE OF SCANDINAVIA WARD 1,PRESIDENT,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,WAUPACA,V
SCANDINAVIA,VILLAGE OF SCANDINAVIA WARD 1,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,WAUPACA,V
SCANDINAVIA,VILLAGE OF SCANDINAVIA WARD 1,PRESIDENT,SCATTERING,0,WAUPACA,V
CLINTONVILLE,CITY OF CLINTONVILLE WARDS 1-9,PRESIDENT,KAMALA D. HARRIS TIM WALZ,800,WAUPACA,C
CLINTONVILLE,CITY OF CLINTONVILLE WARDS 1-9,PRESIDENT,DONALD J. TRUMP JD VANCE,1305,WAUPACA,C
CLINTONVILLE,CITY OF CLINTONVILLE WARDS 1-9,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,5,WAUPACA,C
CLINTONVILLE,CITY OF CLINTONVILLE WARDS 1-9,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,7,WAUPACA,C
CLINTONVILLE,CITY OF CLINTONVILLE WARDS 1-9,PRESIDENT,JILL STEIN RUDOLPH WARE,4,WAUPACA,C
CLINTONVILLE,CITY OF CLINTONVILLE WARDS 1-9,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,1,WAUPACA,C
CLINTONVILLE,CITY OF CLINTONVILLE WARDS 1-9,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,WAUPACA,C
CLINTONVILLE,CITY OF CLINTONVILLE WARDS 1-9,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",7,WAUPACA,C
CLINTONVILLE,CITY OF CLINTONVILLE WARDS 1-9,PRESIDENT,PETER SONSKI LAUREN ONAK (WRITE-IN),0,WAUPACA,C
CLINTONVILLE,CITY OF CLINTONVILLE WARDS 1-9,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,WAUPACA,C
CLINTONVILLE,CITY OF CLINTONVILLE WARDS 1-9,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,WAUPACA,C
CLINTONVILLE,CITY OF CLINTONVILLE WARDS 1-9,PRESIDENT,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,WAUPACA,C
CLINTONVILLE,CITY OF CLINTONVILLE WARDS 1-9,PRESIDENT,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,WAUPACA,C
CLINTONVILLE,CITY OF CLINTONVILLE WARDS 1-9,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,WAUPACA,C
CLINTONVILLE,CITY OF CLINTONVILLE WARDS 1-9,PRESIDENT,SCATTERING,2,WAUPACA,C
MANAWA,CITY OF MANAWA WARDS 1-3,PRESIDENT,KAMALA D. HARRIS TIM WALZ,189,WAUPACA,C
MANAWA,CITY OF MANAWA WARDS 1-3,PRESIDENT,DONALD J. TRUMP JD VANCE,508,WAUPACA,C
MANAWA,CITY OF MANAWA WARDS 1-3,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,1,WAUPACA,C
MANAWA,CITY OF MANAWA WARDS 1-3,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,1,WAUPACA,C
MANAWA,CITY OF MANAWA WARDS 1-3,PRESIDENT,JILL STEIN RUDOLPH WARE,1,WAUPACA,C
MANAWA,CITY OF MANAWA WARDS 1-3,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,WAUPACA,C
MANAWA,CITY OF MANAWA WARDS 1-3,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,WAUPACA,C
MANAWA,CITY OF MANAWA WARDS 1-3,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",3,WAUPACA,C
MANAWA,CITY OF MANAWA WARDS 1-3,PRESIDENT,PETER SONSKI LAUREN ONAK (WRITE-IN),0,WAUPACA,C
MANAWA,CITY OF MANAWA WARDS 1-3,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,WAUPACA,C
MANAWA,CITY OF MANAWA WARDS 1-3,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,WAUPACA,C
MANAWA,CITY OF MANAWA WARDS 1-3,PRESIDENT,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,WAUPACA,C
MANAWA,CITY OF MANAWA WARDS 1-3,PRESIDENT,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,WAUPACA,C
MANAWA,CITY OF MANAWA WARDS 1-3,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,WAUPACA,C
MANAWA,CITY OF MANAWA WARDS 1-3,PRESIDENT,SCATTERING,0,WAUPACA,C
MARION,CITY OF MARION WARDS 1-3,PRESIDENT,KAMALA D. HARRIS TIM WALZ,170,WAUPACA,C
MARION,CITY OF MARION WARDS 1-3,PRESIDENT,DONALD J. TRUMP JD VANCE,490,WAUPACA,C
MARION,CITY OF MARION WARDS 1-3,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,0,WAUPACA,C
MARION,CITY OF MARION WARDS 1-3,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,0,WAUPACA,C
MARION,CITY OF MARION WARDS 1-3,PRESIDENT,JILL STEIN RUDOLPH WARE,0,WAUPACA,C
MARION,CITY OF MARION WARDS 1-3,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,WAUPACA,C
MARION,CITY OF MARION WARDS 1-3,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,WAUPACA,C
MARION,CITY OF MARION WARDS 1-3,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",0,WAUPACA,C
MARION,CITY OF MARION WARDS 1-3,PRESIDENT,PETER SONSKI LAUREN ONAK (WRITE-IN),0,WAUPACA,C
MARION,CITY OF MARION WARDS 1-3,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,WAUPACA,C
MARION,CITY OF MARION WARDS 1-3,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,WAUPACA,C
MARION,CITY OF MARION WARDS 1-3,PRESIDENT,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,WAUPACA,C
MARION,CITY OF MARION WARDS 1-3,PRESIDENT,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,WAUPACA,C
MARION,CITY OF MARION WARDS 1-3,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,WAUPACA,C
MARION,CITY OF MARION WARDS 1-3,PRESIDENT,SCATTERING,4,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 1-2,PRESIDENT,KAMALA D. HARRIS TIM WALZ,219,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 1-2,PRESIDENT,DONALD J. TRUMP JD VANCE,400,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 1-2,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,0,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 1-2,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,2,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 1-2,PRESIDENT,JILL STEIN RUDOLPH WARE,1,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 1-2,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,1,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 1-2,PRESIDENT,CORNEL WEST MELINA ABDULLAH,1,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 1-2,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",3,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 1-2,PRESIDENT,PETER SONSKI LAUREN ONAK (WRITE-IN),0,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 1-2,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 1-2,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 1-2,PRESIDENT,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 1-2,PRESIDENT,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 1-2,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 1-2,PRESIDENT,SCATTERING,0,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 3-9,PRESIDENT,KAMALA D. HARRIS TIM WALZ,806,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 3-9,PRESIDENT,DONALD J. TRUMP JD VANCE,1380,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 3-9,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,4,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 3-9,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,9,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 3-9,PRESIDENT,JILL STEIN RUDOLPH WARE,4,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 3-9,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 3-9,PRESIDENT,CORNEL WEST MELINA ABDULLAH,2,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 3-9,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",16,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 3-9,PRESIDENT,PETER SONSKI LAUREN ONAK (WRITE-IN),0,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 3-9,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 3-9,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 3-9,PRESIDENT,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 3-9,PRESIDENT,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 3-9,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,WAUPACA,C
NEW LONDON,CITY OF NEW LONDON WARDS 3-9,PRESIDENT,SCATTERING,0,WAUPACA,C
WAUPACA,CITY OF WAUPACA WARDS 1- 10,PRESIDENT,KAMALA D. HARRIS TIM WALZ,1485,WAUPACA,C
WAUPACA,CITY OF WAUPACA WARDS 1- 10,PRESIDENT,DONALD J. TRUMP JD VANCE,1729,WAUPACA,C
WAUPACA,CITY OF WAUPACA WARDS 1- 10,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,1,WAUPACA,C
WAUPACA,CITY OF WAUPACA WARDS 1- 10,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,15,WAUPACA,C
WAUPACA,CITY OF WAUPACA WARDS 1- 10,PRESIDENT,JILL STEIN RUDOLPH WARE,8,WAUPACA,C
WAUPACA,CITY OF WAUPACA WARDS 1- 10,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,0,WAUPACA,C
WAUPACA,CITY OF WAUPACA WARDS 1- 10,PRESIDENT,CORNEL WEST MELINA ABDULLAH,1,WAUPACA,C
WAUPACA,CITY OF WAUPACA WARDS 1- 10,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",17,WAUPACA,C
WAUPACA,CITY OF WAUPACA WARDS 1- 10,PRESIDENT,PETER SONSKI LAUREN ONAK (WRITE-IN),0,WAUPACA,C
WAUPACA,CITY OF WAUPACA WARDS 1- 10,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,WAUPACA,C
WAUPACA,CITY OF WAUPACA WARDS 1- 10,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,WAUPACA,C
WAUPACA,CITY OF WAUPACA WARDS 1- 10,PRESIDENT,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,WAUPACA,C
WAUPACA,CITY OF WAUPACA WARDS 1- 10,PRESIDENT,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,WAUPACA,C
WAUPACA,CITY OF WAUPACA WARDS 1- 10,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,WAUPACA,C
WAUPACA,CITY OF WAUPACA WARDS 1- 10,PRESIDENT,SCATTERING,0,WAUPACA,C
WEYAUWEGA,CITY OF WEYAUWEGA WARDS 1-4,PRESIDENT,KAMALA D. HARRIS TIM WALZ,282,WAUPACA,C
WEYAUWEGA,CITY OF WEYAUWEGA WARDS 1-4,PRESIDENT,DONALD J. TRUMP JD VANCE,623,WAUPACA,C
WEYAUWEGA,CITY OF WEYAUWEGA WARDS 1-4,PRESIDENT,RANDALL TERRY STEPHEN BRODEN,1,WAUPACA,C
WEYAUWEGA,CITY OF WEYAUWEGA WARDS 1-4,PRESIDENT,CHASE RUSSELL OLIVER MIKE TER MAAT,4,WAUPACA,C
WEYAUWEGA,CITY OF WEYAUWEGA WARDS 1-4,PRESIDENT,JILL STEIN RUDOLPH WARE,3,WAUPACA,C
WEYAUWEGA,CITY OF WEYAUWEGA WARDS 1-4,PRESIDENT,CLAUDIA DE LA CRUZ KARINA GARCIA,1,WAUPACA,C
WEYAUWEGA,CITY OF WEYAUWEGA WARDS 1-4,PRESIDENT,CORNEL WEST MELINA ABDULLAH,0,WAUPACA,C
WEYAUWEGA,CITY OF WEYAUWEGA WARDS 1-4,PRESIDENT,"ROBERT F. KENNEDY, JR. NICOLE SHANAHAN",7,WAUPACA,C
WEYAUWEGA,CITY OF WEYAUWEGA WARDS 1-4,PRESIDENT,PETER SONSKI LAUREN ONAK (WRITE-IN),2,WAUPACA,C
WEYAUWEGA,CITY OF WEYAUWEGA WARDS 1-4,PRESIDENT,CHERUNDA LYNN FOX (WRITE-IN),0,WAUPACA,C
WEYAUWEGA,CITY OF WEYAUWEGA WARDS 1-4,PRESIDENT,BRIAN KIENITZ (WRITE-IN),0,WAUPACA,C
WEYAUWEGA,CITY OF WEYAUWEGA WARDS 1-4,PRESIDENT,DOUG JENKINS KIMBERLY LALONDE (WRITE-IN),0,WAUPACA,C
WEYAUWEGA,CITY OF WEYAUWEGA WARDS 1-4,PRESIDENT,FUTURE MADAM POTUS JESSICA KENNEDY (WRITE-IN),0,WAUPACA,C
WEYAUWEGA,CITY OF WEYAUWEGA WARDS 1-4,PRESIDENT,"ANDRÉ RAMONE MCNEIL, SR. (WRITE-IN)",0,WAUPACA,C
WEYAUWEGA,CITY OF WEYAUWEGA WARDS 1-4,PRESIDENT,SCATTERING,1,WAUPACA,C
BEAR CREEK,TOWN OF BEAR CREEK WARD 1,US SENATE,TAMMY BALDWIN,88,WAUPACA,T
BEAR CREEK,TOWN OF BEAR CREEK WARD 1,US SENATE,ERIC HOVDE,369,WAUPACA,T
BEAR CREEK,TOWN OF BEAR CREEK WARD 1,US SENATE,PHIL ANDERSON,5,WAUPACA,T
BEAR CREEK,TOWN OF BEAR CREEK WARD 1,US SENATE,THOMAS LEAGER,9,WAUPACA,T
BEAR CREEK,TOWN OF BEAR CREEK WARD 1,US SENATE,JOHN SCHIESS (WRITE-IN),0,WAUPACA,T
BEAR CREEK,TOWN OF BEAR CREEK WARD 1,US SENATE,SCATTERING,0,WAUPACA,T
CALEDONIA,TOWN OF CALEDONIA WARDS 1-2,US SENATE,TAMMY BALDWIN,362,WAUPACA,T
CALEDONIA,TOWN OF CALEDONIA WARDS 1-2,US SENATE,ERIC HOVDE,789,WAUPACA,T
CALEDONIA,TOWN OF CALEDONIA WARDS 1-2,US SENATE,PHIL ANDERSON,7,WAUPACA,T
CALEDONIA,TOWN OF CALEDONIA WARDS 1-2,US SENATE,THOMAS LEAGER,8,WAUPACA,T
CALEDONIA,TOWN OF CALEDONIA WARDS 1-2,US SENATE,JOHN SCHIESS (WRITE-IN),0,WAUPACA,T
CALEDONIA,TOWN OF CALEDONIA WARDS 1-2,US SENATE,SCATTERING,0,WAUPACA,T
DAYTON,TOWN OF DAYTON WARDS 1-4,US SENATE,TAMMY BALDWIN,643,WAUPACA,T
DAYTON,TOWN OF DAYTON WARDS 1-4,US SENATE,ERIC HOVDE,1106,WAUPACA,T
DAYTON,TOWN OF DAYTON WARDS 1-4,US SENATE,PHIL ANDERSON,32,WAUPACA,T
DAYTON,TOWN OF DAYTON WARDS 1-4,US SENATE,THOMAS LEAGER,20,WAUPACA,T
DAYTON,TOWN OF DAYTON WARDS 1-4,US SENATE,JOHN SCHIESS (WRITE-IN),0,WAUPACA,T
DAYTON,TOWN OF DAYTON WARDS 1-4,US SENATE,SCATTERING,4,WAUPACA,T
DUPONT,TOWN OF DUPONT WARDS 1-2,US SENATE,TAMMY BALDWIN,75,WAUPACA,T
DUPONT,TOWN OF DUPONT WARDS 1-2,US SENATE,ERIC HOVDE,276,WAUPACA,T
DUPONT,TOWN OF DUPONT WARDS 1-2,US SENATE,PHIL ANDERSON,7,WAUPACA,T
DUPONT,TOWN OF DUPONT WARDS 1-2,US SENATE,THOMAS LEAGER,6,WAUPACA,T
DUPONT,TOWN OF DUPONT WARDS 1-2,US SENATE,JOHN SCHIESS (WRITE-IN),0,WAUPACA,T
DUPONT,TOWN OF DUPONT WARDS 1-2,US SENATE,SCATTERING,0,WAUPACA,T
FARMINGTON,TOWN OF FARMINGTON WARDS 1-6,US SENATE,TAMMY BALDWIN,922,WAUPACA,T
FARMINGTON,TOWN OF FARMINGTON WARDS 1-6,US SENATE,ERIC HOVDE,1294,WAUPACA,T
FARMINGTON,TOWN OF FARMINGTON WARDS 1-6,US SENATE,PHIL ANDERSON,34,WAUPACA,T
FARMINGTON,TOWN OF FARMINGTON WARDS 1-6,US SENATE,THOMAS LEAGER,32,WAUPACA,T
FARMINGTON,TOWN OF FARMINGTON WARDS 1-6,US SENATE,JOHN SCHIESS (WRITE-IN),0,WAUPACA,T
FARMINGTON,TOWN OF FARMINGTON WARDS 1-6,US SENATE,SCATTERING,1,WAUPACA,T
FREMONT,TOWN OF FREMONT WARDS 1-2,US SENATE,TAMMY BALDWIN,115,WAUPACA,T
FREMONT,TOWN OF FREMONT WARDS 1-2,US SENATE,ERIC HOVDE,316,WAUPACA,T
FREMONT,TOWN OF FREMONT WARDS 1-2,US SENATE,PHIL ANDERSON,1,WAUPACA,T
FREMONT,TOWN OF FREMONT WARDS 1-2,US SENATE,THOMAS LEAGER,6,WAUPACA,T
FREMONT,TOWN OF FREMONT WARDS 1-2,US SENATE,JOHN SCHIESS (WRITE-IN),0,WAUPACA,T
FREMONT,TOWN OF FREMONT WARDS 1-2,US SENATE,SCATTERING,0,WAUPACA,T
HARRISON,TOWN OF HARRISON WARD 1,US SENATE,TAMMY BALDWIN,82,WAUPACA,T
HARRISON,TOWN OF HARRISON WARD 1,US SENATE,ERIC HOVDE,210,WAUPACA,T
HARRISON,TOWN OF HARRISON WARD 1,US SENATE,PHIL ANDERSON,1,WAUPACA,T
HARRISON,TOWN OF HARRISON WARD 1,US SENATE,THOMAS LEAGER,2,WAUPACA,T
HARRISON,TOWN OF HARRISON WARD 1,US SENATE,JOHN SCHIESS (WRITE-IN),0,WAUPACA,T
HARRISON,TOWN OF HARRISON WARD 1,US SENATE,SCATTERING,0,WAUPACA,T
HELVETIA,TOWN OF HELVETIA WARDS 1-2,US SENATE,TAMMY BALDWIN,131,WAUPACA,T
HELVETIA,TOWN OF HELVETIA WARDS 1-2,US SENATE,ERIC HOVDE,333,WAUPACA,T
HELVETIA,TOWN OF HELVETIA WARDS 1-2,US SENATE,PHIL ANDERSON,7,WAUPACA,T
HELVETIA,TOWN OF HELVETIA WARDS 1-2,US SENATE,THOMAS LEAGER,7,WAUPACA,T
HELVETIA,TOWN OF HELVETIA WARDS 1-2,US SENATE,JOHN SCHIESS (WRITE-IN),0,WAUPACA,T
HELVETIA,TOWN OF HELVETIA WARDS 1-2,US SENATE,SCATTERING,2,WAUPACA,T
IOLA,TOWN OF IOLA WARDS 1-2,US SENATE,TAMMY BALDWIN,201,WAUPACA,T
IOLA,TOWN OF IOLA WARDS 1-2,US SENATE,ERIC HOVDE,438,WAUPACA,T
IOLA,TOWN OF IOLA WARDS 1-2,US SENATE,PHIL ANDERSON,11,WAUPACA,T
IOLA,TOWN OF IOLA WARDS 1-2,US SENATE,THOMAS LEAGER,8,WAUPACA,T
IOLA,TOWN OF IOLA WARDS 1-2,US SENATE,JOHN SCHIESS (WRITE-IN),0,WAUPACA,T
IOLA,TOWN OF IOLA WARDS 1-2,US SENATE,SCATTERING,0,WAUPACA,T
LARRABEE,TOWN OF LARRABEE WARDS 1-3,US SENATE,TAMMY BALDWIN,238,WAUPACA,T
LARRABEE,TOWN OF LARRABEE WARDS 1-3,US SENATE,ERIC HOVDE,545,WAUPACA,T
LARRABEE,TOWN OF LARRABEE WARDS 1-3,US SENATE,PHIL ANDERSON,11,WAUPACA,T
LARRABEE,TOWN OF LARRABEE WARDS 1-3,US SENATE,THOMAS LEAGER,6,WAUPACA,T
LARRABEE,TOWN OF LARRABEE WARDS 1-3,US SENATE,JOHN SCHIESS (WRITE-IN),0,WAUPACA,T
LARRABEE,TOWN OF LARRABEE WARDS 1-3,US SENATE,SCATTERING,0,WAUPACA,T
LEBANON,TOWN OF LEBANON WARDS 1-3,US SENATE,TAMMY BALDWIN,292,WAUPACA,T
LEBANON,TOWN OF LEBANON WARDS 1-3,US SENATE,ERIC HOVDE,695,WAUPACA,T
LEBANON,TOWN OF LEBANON WARDS 1-3,US SENATE,PHIL ANDERSON,14,WAUPACA,T
LEBANON,TOWN OF LEBANON WARDS 1-3,US SENATE,THOMAS LEAGER,10,WAUPACA,T
LEBANON,TOWN OF LEBANON WARDS 1-3,US SENATE,JOHN SCHIESS (WRITE-IN),0,WAUPACA,T
LEBANON,TOWN OF LEBANON WARDS 1-3,US SENATE,SCATTERING,0,WAUPACA,T
LIND,TOWN OF LIND WARDS 1-3,US SENATE,TAMMY BALDWIN,272,WAUPACA,T
LIND,TOWN OF LIND WARDS 1-3,US SENATE,ERIC HOVDE,674,WAUPACA,T
