ctv,reporting_unit,contest,candidate,votes,county,municipality
T,T LAFAYETTE WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY (INDEPENDENT),0,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,PRESIDENT/VICE PRESIDENT,"REG WRITE-IN ANDRE RAMONE MCNEIL, SR. (INDEPENDENT)",0,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,PRESIDENT/VICE PRESIDENT,SCATTERING,0,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,US SENATOR,TAMMY BALDWIN (DEMOCRATIC),68,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,US SENATOR,ERIC HOVDE (REPUBLICAN),144,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,US SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),2,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,US SENATOR,THOMAS LEAGER (AMERICA FIRST),5,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,US SENATOR,REG WRITE-IN JOHN SCHIESS (INDEPENDENT),0,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,US SENATOR,SCATTERING,0,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,REP IN CONGRESS DISTRICT 3,REBECCA COOKE (DEMOCRATIC),76,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,REP IN CONGRESS DISTRICT 3,DERRICK VAN ORDEN (REPUBLICAN),136,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,REP IN CONGRESS DISTRICT 3,SCATTERING,0,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,REPRESENTATIVE IN CONGRESS - DIST 7,KYLE KILBOURN (DEMOCRATICC),NA,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,REPRESENTATIVE IN CONGRESS - DIST 7,TOM TIFFANY (REPUBLICAN),NA,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,REPRESENTATIVE IN CONGRESS - DIST 7,SCATTERING,NA,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,STATE SENATOR - DIST 24,COLLIN MCNAMARA (DEMOCRATIC),69,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,STATE SENATOR - DIST 24,PATRICK TESTIN (REPUBLICAN),145,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,STATE SENATOR - DIST 24,SCATTERING,0,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,STATE SENATOR - DIST 32,BRAD PFAFF (DEMOCRATIC),NA,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,STATE SENATOR - DIST 32,STACY KLEIN (REPUBLICAN),NA,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,STATE SENATOR - DIST 32,SCATTERING,NA,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 70,REMY GOMEZ (DEMOCRATIC),59,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 70,NANCY LYNN VANDERMEER (REPUBLICAN),156,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 70,SCATTERING,0,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 95,JILL BILLINGS (DEMOCRATIC),NA,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 95,CEDRIC SCHNITZLER (REPUBLICAN),NA,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,REPRESENTATIVE TO THE ASSEMBLY - DIST 95,SCATTERING,NA,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,DISTRICT ATTORNEY,KEVIN CRONINGER (REPUBLICAN),178,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,DISTRICT ATTORNEY,SCATTERING,6,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,COUNTY CLERK,SHELLEY R. BOHL (REPUBLICAN),192,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,COUNTY CLERK,SCATTERING,3,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,TREASURER,MINDY HEMMERSBACH (REPUBLICAN),191,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,TREASURER,SCATTERING,2,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,REGISTER OF DEEDS,DEB BRANDT (REPUBLICAN),193,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,REGISTER OF DEEDS,SCATTERING,2,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,STATE REFERENDA,YES,172,MONROE,LAFAYETTE
T,T LAFAYETTE WARDS,STATE REFERENDA,NO,39,MONROE,LAFAYETTE
T,"T LAGRANGE WARDS 1, 2",PRESIDENT/VICE PRESIDENT,KAMALA D. HARRIS/ TIM WALZ (DEMOCRATIC),374,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",PRESIDENT/VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),771,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",PRESIDENT/VICE PRESIDENT,RANDALL TERRY/ STEPHEN BRODEN (CONSTITUTION),1,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",PRESIDENT/VICE PRESIDENT,CHASE RUSSELL OLIVER/ MIKE TER MAAT (LIBERTARIAN),1,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",PRESIDENT/VICE PRESIDENT,JILL STEIN/ RUDOLPH WARE (WISCONSIN GREEN),2,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ/KARINA GARCIA (PARTY OF SOCIALISM AND LIBERATION),0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",PRESIDENT/VICE PRESIDENT,CORNEL WEST/ MELINA ABDULLAH (JUSTICE FOR ALL),0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",PRESIDENT/VICE PRESIDENT,ROBERT F. KENNEDY JR./ NICOLE SHANAHAN (WE THE PEOPLE),7,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",PRESIDENT/VICE PRESIDENT,REG WRITE-IN PETER SONSKI / LAUREN ONAK (INDEPENDENT),0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",PRESIDENT/VICE PRESIDENT,REG WRITE-IN CHERUNDA LYNN FOX (INDEPENDENT),0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",PRESIDENT/VICE PRESIDENT,REG WRITE-IN BRIAN KIENITZ (INDEPENDENT),0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",PRESIDENT/VICE PRESIDENT,REG WRITE-IN DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT),0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",PRESIDENT/VICE PRESIDENT,REG WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY (INDEPENDENT),0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",PRESIDENT/VICE PRESIDENT,"REG WRITE-IN ANDRE RAMONE MCNEIL, SR. (INDEPENDENT)",0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",PRESIDENT/VICE PRESIDENT,SCATTERING,3,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",US SENATOR,TAMMY BALDWIN (DEMOCRATIC),374,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",US SENATOR,ERIC HOVDE (REPUBLICAN),737,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",US SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),20,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",US SENATOR,THOMAS LEAGER (AMERICA FIRST),22,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",US SENATOR,REG WRITE-IN JOHN SCHIESS (INDEPENDENT),0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",US SENATOR,SCATTERING,4,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",REP IN CONGRESS DISTRICT 3,REBECCA COOKE (DEMOCRATIC),NA,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",REP IN CONGRESS DISTRICT 3,DERRICK VAN ORDEN (REPUBLICAN),NA,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",REP IN CONGRESS DISTRICT 3,SCATTERING,NA,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",REPRESENTATIVE IN CONGRESS - DIST 7,KYLE KILBOURN (DEMOCRATICC),343,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",REPRESENTATIVE IN CONGRESS - DIST 7,TOM TIFFANY (REPUBLICAN),801,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",REPRESENTATIVE IN CONGRESS - DIST 7,SCATTERING,4,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",STATE SENATOR - DIST 24,COLLIN MCNAMARA (DEMOCRATIC),334,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",STATE SENATOR - DIST 24,PATRICK TESTIN (REPUBLICAN),800,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",STATE SENATOR - DIST 24,SCATTERING,2,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",STATE SENATOR - DIST 32,BRAD PFAFF (DEMOCRATIC),NA,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",STATE SENATOR - DIST 32,STACY KLEIN (REPUBLICAN),NA,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",STATE SENATOR - DIST 32,SCATTERING,NA,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",REPRESENTATIVE TO THE ASSEMBLY - DIST 70,REMY GOMEZ (DEMOCRATIC),300,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",REPRESENTATIVE TO THE ASSEMBLY - DIST 70,NANCY LYNN VANDERMEER (REPUBLICAN),847,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",REPRESENTATIVE TO THE ASSEMBLY - DIST 70,SCATTERING,0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",REPRESENTATIVE TO THE ASSEMBLY - DIST 95,JILL BILLINGS (DEMOCRATIC),NA,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",REPRESENTATIVE TO THE ASSEMBLY - DIST 95,CEDRIC SCHNITZLER (REPUBLICAN),NA,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",REPRESENTATIVE TO THE ASSEMBLY - DIST 95,SCATTERING,NA,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",DISTRICT ATTORNEY,KEVIN CRONINGER (REPUBLICAN),1000,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",DISTRICT ATTORNEY,SCATTERING,13,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",COUNTY CLERK,SHELLEY R. BOHL (REPUBLICAN),1027,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",COUNTY CLERK,SCATTERING,12,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",TREASURER,MINDY HEMMERSBACH (REPUBLICAN),1026,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",TREASURER,SCATTERING,9,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",REGISTER OF DEEDS,DEB BRANDT (REPUBLICAN),1032,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",REGISTER OF DEEDS,SCATTERING,8,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",STATE REFERENDA,YES,954,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 1, 2",STATE REFERENDA,NO,173,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",PRESIDENT/VICE PRESIDENT,KAMALA D. HARRIS/ TIM WALZ (DEMOCRATIC),22,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",PRESIDENT/VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),66,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",PRESIDENT/VICE PRESIDENT,RANDALL TERRY/ STEPHEN BRODEN (CONSTITUTION),0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",PRESIDENT/VICE PRESIDENT,CHASE RUSSELL OLIVER/ MIKE TER MAAT (LIBERTARIAN),0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",PRESIDENT/VICE PRESIDENT,JILL STEIN/ RUDOLPH WARE (WISCONSIN GREEN),0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ/KARINA GARCIA (PARTY OF SOCIALISM AND LIBERATION),0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",PRESIDENT/VICE PRESIDENT,CORNEL WEST/ MELINA ABDULLAH (JUSTICE FOR ALL),0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",PRESIDENT/VICE PRESIDENT,ROBERT F. KENNEDY JR./ NICOLE SHANAHAN (WE THE PEOPLE),0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",PRESIDENT/VICE PRESIDENT,REG WRITE-IN PETER SONSKI / LAUREN ONAK (INDEPENDENT),0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",PRESIDENT/VICE PRESIDENT,REG WRITE-IN CHERUNDA LYNN FOX (INDEPENDENT),0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",PRESIDENT/VICE PRESIDENT,REG WRITE-IN BRIAN KIENITZ (INDEPENDENT),0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",PRESIDENT/VICE PRESIDENT,REG WRITE-IN DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT),0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",PRESIDENT/VICE PRESIDENT,REG WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY (INDEPENDENT),0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",PRESIDENT/VICE PRESIDENT,"REG WRITE-IN ANDRE RAMONE MCNEIL, SR. (INDEPENDENT)",0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",PRESIDENT/VICE PRESIDENT,SCATTERING,0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",US SENATOR,TAMMY BALDWIN (DEMOCRATIC),23,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",US SENATOR,ERIC HOVDE (REPUBLICAN),62,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",US SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",US SENATOR,THOMAS LEAGER (AMERICA FIRST),1,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",US SENATOR,REG WRITE-IN JOHN SCHIESS (INDEPENDENT),0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",US SENATOR,SCATTERING,0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",REP IN CONGRESS DISTRICT 3,REBECCA COOKE (DEMOCRATIC),25,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",REP IN CONGRESS DISTRICT 3,DERRICK VAN ORDEN (REPUBLICAN),62,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",REP IN CONGRESS DISTRICT 3,SCATTERING,0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",REPRESENTATIVE IN CONGRESS - DIST 7,KYLE KILBOURN (DEMOCRATICC),NA,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",REPRESENTATIVE IN CONGRESS - DIST 7,TOM TIFFANY (REPUBLICAN),NA,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",REPRESENTATIVE IN CONGRESS - DIST 7,SCATTERING,NA,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",STATE SENATOR - DIST 24,COLLIN MCNAMARA (DEMOCRATIC),21,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",STATE SENATOR - DIST 24,PATRICK TESTIN (REPUBLICAN),64,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",STATE SENATOR - DIST 24,SCATTERING,0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",STATE SENATOR - DIST 32,BRAD PFAFF (DEMOCRATIC),NA,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",STATE SENATOR - DIST 32,STACY KLEIN (REPUBLICAN),NA,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",STATE SENATOR - DIST 32,SCATTERING,NA,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",REPRESENTATIVE TO THE ASSEMBLY - DIST 70,REMY GOMEZ (DEMOCRATIC),15,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",REPRESENTATIVE TO THE ASSEMBLY - DIST 70,NANCY LYNN VANDERMEER (REPUBLICAN),70,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",REPRESENTATIVE TO THE ASSEMBLY - DIST 70,SCATTERING,0,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",REPRESENTATIVE TO THE ASSEMBLY - DIST 95,JILL BILLINGS (DEMOCRATIC),NA,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",REPRESENTATIVE TO THE ASSEMBLY - DIST 95,CEDRIC SCHNITZLER (REPUBLICAN),NA,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",REPRESENTATIVE TO THE ASSEMBLY - DIST 95,SCATTERING,NA,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",DISTRICT ATTORNEY,KEVIN CRONINGER (REPUBLICAN),77,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",DISTRICT ATTORNEY,SCATTERING,1,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",COUNTY CLERK,SHELLEY R. BOHL (REPUBLICAN),79,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",COUNTY CLERK,SCATTERING,1,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",TREASURER,MINDY HEMMERSBACH (REPUBLICAN),80,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",TREASURER,SCATTERING,1,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",REGISTER OF DEEDS,DEB BRANDT (REPUBLICAN),80,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",REGISTER OF DEEDS,SCATTERING,1,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",STATE REFERENDA,YES,71,MONROE,LAGRANGE
T,"T LAGRANGE WARDS 3, 4",STATE REFERENDA,NO,15,MONROE,LAGRANGE
T,"T LEON WARDS 1,2",PRESIDENT/VICE PRESIDENT,KAMALA D. HARRIS/ TIM WALZ (DEMOCRATIC),174,MONROE,LEON
T,"T LEON WARDS 1,2",PRESIDENT/VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),428,MONROE,LEON
T,"T LEON WARDS 1,2",PRESIDENT/VICE PRESIDENT,RANDALL TERRY/ STEPHEN BRODEN (CONSTITUTION),0,MONROE,LEON
T,"T LEON WARDS 1,2",PRESIDENT/VICE PRESIDENT,CHASE RUSSELL OLIVER/ MIKE TER MAAT (LIBERTARIAN),1,MONROE,LEON
T,"T LEON WARDS 1,2",PRESIDENT/VICE PRESIDENT,JILL STEIN/ RUDOLPH WARE (WISCONSIN GREEN),3,MONROE,LEON
T,"T LEON WARDS 1,2",PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ/KARINA GARCIA (PARTY OF SOCIALISM AND LIBERATION),0,MONROE,LEON
T,"T LEON WARDS 1,2",PRESIDENT/VICE PRESIDENT,CORNEL WEST/ MELINA ABDULLAH (JUSTICE FOR ALL),2,MONROE,LEON
T,"T LEON WARDS 1,2",PRESIDENT/VICE PRESIDENT,ROBERT F. KENNEDY JR./ NICOLE SHANAHAN (WE THE PEOPLE),1,MONROE,LEON
T,"T LEON WARDS 1,2",PRESIDENT/VICE PRESIDENT,REG WRITE-IN PETER SONSKI / LAUREN ONAK (INDEPENDENT),0,MONROE,LEON
T,"T LEON WARDS 1,2",PRESIDENT/VICE PRESIDENT,REG WRITE-IN CHERUNDA LYNN FOX (INDEPENDENT),0,MONROE,LEON
T,"T LEON WARDS 1,2",PRESIDENT/VICE PRESIDENT,REG WRITE-IN BRIAN KIENITZ (INDEPENDENT),0,MONROE,LEON
T,"T LEON WARDS 1,2",PRESIDENT/VICE PRESIDENT,REG WRITE-IN DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT),0,MONROE,LEON
T,"T LEON WARDS 1,2",PRESIDENT/VICE PRESIDENT,REG WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY (INDEPENDENT),0,MONROE,LEON
T,"T LEON WARDS 1,2",PRESIDENT/VICE PRESIDENT,"REG WRITE-IN ANDRE RAMONE MCNEIL, SR. (INDEPENDENT)",0,MONROE,LEON
T,"T LEON WARDS 1,2",PRESIDENT/VICE PRESIDENT,SCATTERING,1,MONROE,LEON
T,"T LEON WARDS 1,2",US SENATOR,TAMMY BALDWIN (DEMOCRATIC),175,MONROE,LEON
T,"T LEON WARDS 1,2",US SENATOR,ERIC HOVDE (REPUBLICAN),413,MONROE,LEON
T,"T LEON WARDS 1,2",US SENATOR,PHIL ANDERSON (DISRUPT THE CORRUPTION),6,MONROE,LEON
T,"T LEON WARDS 1,2",US SENATOR,THOMAS LEAGER (AMERICA FIRST),9,MONROE,LEON
T,"T LEON WARDS 1,2",US SENATOR,REG WRITE-IN JOHN SCHIESS (INDEPENDENT),0,MONROE,LEON
T,"T LEON WARDS 1,2",US SENATOR,SCATTERING,1,MONROE,LEON
T,"T LEON WARDS 1,2",REP IN CONGRESS DISTRICT 3,REBECCA COOKE (DEMOCRATIC),183,MONROE,LEON
T,"T LEON WARDS 1,2",REP IN CONGRESS DISTRICT 3,DERRICK VAN ORDEN (REPUBLICAN),416,MONROE,LEON
T,"T LEON WARDS 1,2",REP IN CONGRESS DISTRICT 3,SCATTERING,1,MONROE,LEON
T,"T LEON WARDS 1,2",REPRESENTATIVE IN CONGRESS - DIST 7,KYLE KILBOURN (DEMOCRATICC),NA,MONROE,LEON
T,"T LEON WARDS 1,2",REPRESENTATIVE IN CONGRESS - DIST 7,TOM TIFFANY (REPUBLICAN),NA,MONROE,LEON
T,"T LEON WARDS 1,2",REPRESENTATIVE IN CONGRESS - DIST 7,SCATTERING,NA,MONROE,LEON
T,"T LEON WARDS 1,2",STATE SENATOR - DIST 24,COLLIN MCNAMARA (DEMOCRATIC),NA,MONROE,LEON
T,"T LEON WARDS 1,2",STATE SENATOR - DIST 24,PATRICK TESTIN (REPUBLICAN),NA,MONROE,LEON
T,"T LEON WARDS 1,2",STATE SENATOR - DIST 24,SCATTERING,NA,MONROE,LEON
T,"T LEON WARDS 1,2",STATE SENATOR - DIST 32,BRAD PFAFF (DEMOCRATIC),180,MONROE,LEON
T,"T LEON WARDS 1,2",STATE SENATOR - DIST 32,STACY KLEIN (REPUBLICAN),419,MONROE,LEON
T,"T LEON WARDS 1,2",STATE SENATOR - DIST 32,SCATTERING,0,MONROE,LEON
T,"T LEON WARDS 1,2",REPRESENTATIVE TO THE ASSEMBLY - DIST 70,REMY GOMEZ (DEMOCRATIC),NA,MONROE,LEON
T,"T LEON WARDS 1,2",REPRESENTATIVE TO THE ASSEMBLY - DIST 70,NANCY LYNN VANDERMEER (REPUBLICAN),NA,MONROE,LEON
T,"T LEON WARDS 1,2",REPRESENTATIVE TO THE ASSEMBLY - DIST 70,SCATTERING,NA,MONROE,LEON
T,"T LEON WARDS 1,2",REPRESENTATIVE TO THE ASSEMBLY - DIST 95,JILL BILLINGS (DEMOCRATIC),163,MONROE,LEON
T,"T LEON WARDS 1,2",REPRESENTATIVE TO THE ASSEMBLY - DIST 95,CEDRIC SCHNITZLER (REPUBLICAN),439,MONROE,LEON
T,"T LEON WARDS 1,2",REPRESENTATIVE TO THE ASSEMBLY - DIST 95,SCATTERING,1,MONROE,LEON
T,"T LEON WARDS 1,2",DISTRICT ATTORNEY,KEVIN CRONINGER (REPUBLICAN),521,MONROE,LEON
T,"T LEON WARDS 1,2",DISTRICT ATTORNEY,SCATTERING,7,MONROE,LEON
T,"T LEON WARDS 1,2",COUNTY CLERK,SHELLEY R. BOHL (REPUBLICAN),555,MONROE,LEON
T,"T LEON WARDS 1,2",COUNTY CLERK,SCATTERING,3,MONROE,LEON
T,"T LEON WARDS 1,2",TREASURER,MINDY HEMMERSBACH (REPUBLICAN),552,MONROE,LEON
T,"T LEON WARDS 1,2",TREASURER,SCATTERING,2,MONROE,LEON
T,"T LEON WARDS 1,2",REGISTER OF DEEDS,DEB BRANDT (REPUBLICAN),549,MONROE,LEON
T,"T LEON WARDS 1,2",REGISTER OF DEEDS,SCATTERING,2,MONROE,LEON
T,"T LEON WARDS 1,2",STATE REFERENDA,YES,511,MONROE,LEON
T,"T LEON WARDS 1,2",STATE REFERENDA,NO,81,MONROE,LEON
T,T LINCOLN WARDS,PRESIDENT/VICE PRESIDENT,KAMALA D. HARRIS/ TIM WALZ (DEMOCRATIC),111,MONROE,LINCOLN
T,T LINCOLN WARDS,PRESIDENT/VICE PRESIDENT,DONALD J. TRUMP/ JD VANCE (REPUBLICAN),378,MONROE,LINCOLN
T,T LINCOLN WARDS,PRESIDENT/VICE PRESIDENT,RANDALL TERRY/ STEPHEN BRODEN (CONSTITUTION),1,MONROE,LINCOLN
T,T LINCOLN WARDS,PRESIDENT/VICE PRESIDENT,CHASE RUSSELL OLIVER/ MIKE TER MAAT (LIBERTARIAN),2,MONROE,LINCOLN
T,T LINCOLN WARDS,PRESIDENT/VICE PRESIDENT,JILL STEIN/ RUDOLPH WARE (WISCONSIN GREEN),1,MONROE,LINCOLN
T,T LINCOLN WARDS,PRESIDENT/VICE PRESIDENT,CLAUDIA DE LA CRUZ/KARINA GARCIA (PARTY OF SOCIALISM AND LIBERATION),0,MONROE,LINCOLN
T,T LINCOLN WARDS,PRESIDENT/VICE PRESIDENT,CORNEL WEST/ MELINA ABDULLAH (JUSTICE FOR ALL),0,MONROE,LINCOLN
T,T LINCOLN WARDS,PRESIDENT/VICE PRESIDENT,ROBERT F. KENNEDY JR./ NICOLE SHANAHAN (WE THE PEOPLE),6,MONROE,LINCOLN
T,T LINCOLN WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN PETER SONSKI / LAUREN ONAK (INDEPENDENT),0,MONROE,LINCOLN
T,T LINCOLN WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN CHERUNDA LYNN FOX (INDEPENDENT),0,MONROE,LINCOLN
T,T LINCOLN WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN BRIAN KIENITZ (INDEPENDENT),0,MONROE,LINCOLN
T,T LINCOLN WARDS,PRESIDENT/VICE PRESIDENT,REG WRITE-IN DOUG JENKINS / KIMBERLY LALONDE (INDEPENDENT),0,MONROE,LINCOLN
