contest,candidate,reporting_unit,votes,county,ctv,municipality
UNITED STATES SENATOR,THOMAS LEAGER,CITY OF PARK FALLS,17,PRICE,C,PARK FALLS
UNITED STATES SENATOR,THOMAS LEAGER,CITY OF PHILLIPS,9,PRICE,C,PHILLIPS
UNITED STATES SENATOR,THOMAS LEAGER,VILLAGE OF CATAWBA,1,PRICE,V,CATAWBA
UNITED STATES SENATOR,THOMAS LEAGER,VILLAGE OF KENNAN,2,PRICE,V,KENNAN
UNITED STATES SENATOR,THOMAS LEAGER,VILLAGE OF PRENTICE,2,PRICE,V,PRENTICE
UNITED STATES SENATOR,THOMAS LEAGER,TOWN OF CATAWBA,2,PRICE,T,CATAWBA
UNITED STATES SENATOR,THOMAS LEAGER,TOWN OF EISENSTEIN,6,PRICE,T,EISENSTEIN
UNITED STATES SENATOR,THOMAS LEAGER,TOWN OF ELK,8,PRICE,T,ELK
UNITED STATES SENATOR,THOMAS LEAGER,TOWN OF EMERY,2,PRICE,T,EMERY
UNITED STATES SENATOR,THOMAS LEAGER,TOWN OF FIFIELD WARD 1,8,PRICE,T,FIFIELD 
UNITED STATES SENATOR,THOMAS LEAGER,TOWN OF FIFIELD WARD 2,5,PRICE,T,FIFIELD 
UNITED STATES SENATOR,THOMAS LEAGER,TOWN OF FLAMBEAU,NA,PRICE,T,FLAMBEAU
UNITED STATES SENATOR,THOMAS LEAGER,TOWN OF GEORGETOWN,NA,PRICE,T,GEORGETOWN
UNITED STATES SENATOR,THOMAS LEAGER,TOWN OF HACKETT,4,PRICE,T,HACKETT
UNITED STATES SENATOR,THOMAS LEAGER,TOWN OF HARMONY,1,PRICE,T,HARMONY
UNITED STATES SENATOR,THOMAS LEAGER,TOWN OF HILL,1,PRICE,T,HILL
UNITED STATES SENATOR,THOMAS LEAGER,TOWN OF KENNAN,2,PRICE,T,KENNAN
UNITED STATES SENATOR,THOMAS LEAGER,TOWN OF KNOX,1,PRICE,T,KNOX
UNITED STATES SENATOR,THOMAS LEAGER,TOWN OF LAKE,8,PRICE,T,LAKE
UNITED STATES SENATOR,THOMAS LEAGER,TOWN OF OGEMA,5,PRICE,T,OGEMA
UNITED STATES SENATOR,THOMAS LEAGER,TOWN OF PRENTICE,3,PRICE,T,PRENTICE
UNITED STATES SENATOR,THOMAS LEAGER,TOWN OF SPIRIT,NA,PRICE,T,SPIRIT
UNITED STATES SENATOR,THOMAS LEAGER,TOWN OF WORCESTER,12,PRICE,T,WORCESTER
UNITED STATES SENATOR,JOHN SCHIESS (REG. WRITE-IN),CITY OF PARK FALLS,NA,PRICE,C,PARK FALLS
UNITED STATES SENATOR,JOHN SCHIESS (REG. WRITE-IN),CITY OF PHILLIPS,NA,PRICE,C,PHILLIPS
UNITED STATES SENATOR,JOHN SCHIESS (REG. WRITE-IN),VILLAGE OF CATAWBA,1,PRICE,V,CATAWBA
UNITED STATES SENATOR,JOHN SCHIESS (REG. WRITE-IN),VILLAGE OF KENNAN,NA,PRICE,V,KENNAN
UNITED STATES SENATOR,JOHN SCHIESS (REG. WRITE-IN),VILLAGE OF PRENTICE,NA,PRICE,V,PRENTICE
UNITED STATES SENATOR,JOHN SCHIESS (REG. WRITE-IN),TOWN OF CATAWBA,NA,PRICE,T,CATAWBA
UNITED STATES SENATOR,JOHN SCHIESS (REG. WRITE-IN),TOWN OF EISENSTEIN,NA,PRICE,T,EISENSTEIN
UNITED STATES SENATOR,JOHN SCHIESS (REG. WRITE-IN),TOWN OF ELK,NA,PRICE,T,ELK
UNITED STATES SENATOR,JOHN SCHIESS (REG. WRITE-IN),TOWN OF EMERY,NA,PRICE,T,EMERY
UNITED STATES SENATOR,JOHN SCHIESS (REG. WRITE-IN),TOWN OF FIFIELD WARD 1,NA,PRICE,T,FIFIELD 
UNITED STATES SENATOR,JOHN SCHIESS (REG. WRITE-IN),TOWN OF FIFIELD WARD 2,NA,PRICE,T,FIFIELD 
UNITED STATES SENATOR,JOHN SCHIESS (REG. WRITE-IN),TOWN OF FLAMBEAU,NA,PRICE,T,FLAMBEAU
UNITED STATES SENATOR,JOHN SCHIESS (REG. WRITE-IN),TOWN OF GEORGETOWN,NA,PRICE,T,GEORGETOWN
UNITED STATES SENATOR,JOHN SCHIESS (REG. WRITE-IN),TOWN OF HACKETT,NA,PRICE,T,HACKETT
UNITED STATES SENATOR,JOHN SCHIESS (REG. WRITE-IN),TOWN OF HARMONY,NA,PRICE,T,HARMONY
UNITED STATES SENATOR,JOHN SCHIESS (REG. WRITE-IN),TOWN OF HILL,NA,PRICE,T,HILL
UNITED STATES SENATOR,JOHN SCHIESS (REG. WRITE-IN),TOWN OF KENNAN,NA,PRICE,T,KENNAN
UNITED STATES SENATOR,JOHN SCHIESS (REG. WRITE-IN),TOWN OF KNOX,NA,PRICE,T,KNOX
UNITED STATES SENATOR,JOHN SCHIESS (REG. WRITE-IN),TOWN OF LAKE,NA,PRICE,T,LAKE
UNITED STATES SENATOR,JOHN SCHIESS (REG. WRITE-IN),TOWN OF OGEMA,NA,PRICE,T,OGEMA
UNITED STATES SENATOR,JOHN SCHIESS (REG. WRITE-IN),TOWN OF PRENTICE,NA,PRICE,T,PRENTICE
UNITED STATES SENATOR,JOHN SCHIESS (REG. WRITE-IN),TOWN OF SPIRIT,NA,PRICE,T,SPIRIT
UNITED STATES SENATOR,JOHN SCHIESS (REG. WRITE-IN),TOWN OF WORCESTER,NA,PRICE,T,WORCESTER
"REPRESENTATIVE IN CONGRESS, DIST 7",KYLE KILBOURN,CITY OF PARK FALLS,479,PRICE,C,PARK FALLS
"REPRESENTATIVE IN CONGRESS, DIST 7",KYLE KILBOURN,CITY OF PHILLIPS,259,PRICE,C,PHILLIPS
"REPRESENTATIVE IN CONGRESS, DIST 7",KYLE KILBOURN,VILLAGE OF CATAWBA,28,PRICE,V,CATAWBA
"REPRESENTATIVE IN CONGRESS, DIST 7",KYLE KILBOURN,VILLAGE OF KENNAN,27,PRICE,V,KENNAN
"REPRESENTATIVE IN CONGRESS, DIST 7",KYLE KILBOURN,VILLAGE OF PRENTICE,87,PRICE,V,PRENTICE
"REPRESENTATIVE IN CONGRESS, DIST 7",KYLE KILBOURN,TOWN OF CATAWBA,51,PRICE,T,CATAWBA
"REPRESENTATIVE IN CONGRESS, DIST 7",KYLE KILBOURN,TOWN OF EISENSTEIN,137,PRICE,T,EISENSTEIN
"REPRESENTATIVE IN CONGRESS, DIST 7",KYLE KILBOURN,TOWN OF ELK,238,PRICE,T,ELK
"REPRESENTATIVE IN CONGRESS, DIST 7",KYLE KILBOURN,TOWN OF EMERY,59,PRICE,T,EMERY
"REPRESENTATIVE IN CONGRESS, DIST 7",KYLE KILBOURN,TOWN OF FIFIELD WARD 1,138,PRICE,T,FIFIELD 
"REPRESENTATIVE IN CONGRESS, DIST 7",KYLE KILBOURN,TOWN OF FIFIELD WARD 2,81,PRICE,T,FIFIELD 
"REPRESENTATIVE IN CONGRESS, DIST 7",KYLE KILBOURN,TOWN OF FLAMBEAU,104,PRICE,T,FLAMBEAU
"REPRESENTATIVE IN CONGRESS, DIST 7",KYLE KILBOURN,TOWN OF GEORGETOWN,22,PRICE,T,GEORGETOWN
"REPRESENTATIVE IN CONGRESS, DIST 7",KYLE KILBOURN,TOWN OF HACKETT,34,PRICE,T,HACKETT
"REPRESENTATIVE IN CONGRESS, DIST 7",KYLE KILBOURN,TOWN OF HARMONY,45,PRICE,T,HARMONY
"REPRESENTATIVE IN CONGRESS, DIST 7",KYLE KILBOURN,TOWN OF HILL,63,PRICE,T,HILL
"REPRESENTATIVE IN CONGRESS, DIST 7",KYLE KILBOURN,TOWN OF KENNAN,52,PRICE,T,KENNAN
"REPRESENTATIVE IN CONGRESS, DIST 7",KYLE KILBOURN,TOWN OF KNOX,71,PRICE,T,KNOX
"REPRESENTATIVE IN CONGRESS, DIST 7",KYLE KILBOURN,TOWN OF LAKE,286,PRICE,T,LAKE
"REPRESENTATIVE IN CONGRESS, DIST 7",KYLE KILBOURN,TOWN OF OGEMA,107,PRICE,T,OGEMA
"REPRESENTATIVE IN CONGRESS, DIST 7",KYLE KILBOURN,TOWN OF PRENTICE,76,PRICE,T,PRENTICE
"REPRESENTATIVE IN CONGRESS, DIST 7",KYLE KILBOURN,TOWN OF SPIRIT,67,PRICE,T,SPIRIT
"REPRESENTATIVE IN CONGRESS, DIST 7",KYLE KILBOURN,TOWN OF WORCESTER,313,PRICE,T,WORCESTER
"REPRESENTATIVE IN CONGRESS, DIST 7",TOM TIFFANY,CITY OF PARK FALLS,663,PRICE,C,PARK FALLS
"REPRESENTATIVE IN CONGRESS, DIST 7",TOM TIFFANY,CITY OF PHILLIPS,425,PRICE,C,PHILLIPS
"REPRESENTATIVE IN CONGRESS, DIST 7",TOM TIFFANY,VILLAGE OF CATAWBA,49,PRICE,V,CATAWBA
"REPRESENTATIVE IN CONGRESS, DIST 7",TOM TIFFANY,VILLAGE OF KENNAN,55,PRICE,V,KENNAN
"REPRESENTATIVE IN CONGRESS, DIST 7",TOM TIFFANY,VILLAGE OF PRENTICE,230,PRICE,V,PRENTICE
"REPRESENTATIVE IN CONGRESS, DIST 7",TOM TIFFANY,TOWN OF CATAWBA,118,PRICE,T,CATAWBA
"REPRESENTATIVE IN CONGRESS, DIST 7",TOM TIFFANY,TOWN OF EISENSTEIN,266,PRICE,T,EISENSTEIN
"REPRESENTATIVE IN CONGRESS, DIST 7",TOM TIFFANY,TOWN OF ELK,468,PRICE,T,ELK
"REPRESENTATIVE IN CONGRESS, DIST 7",TOM TIFFANY,TOWN OF EMERY,139,PRICE,T,EMERY
"REPRESENTATIVE IN CONGRESS, DIST 7",TOM TIFFANY,TOWN OF FIFIELD WARD 1,290,PRICE,T,FIFIELD 
"REPRESENTATIVE IN CONGRESS, DIST 7",TOM TIFFANY,TOWN OF FIFIELD WARD 2,164,PRICE,T,FIFIELD 
"REPRESENTATIVE IN CONGRESS, DIST 7",TOM TIFFANY,TOWN OF FLAMBEAU,265,PRICE,T,FLAMBEAU
"REPRESENTATIVE IN CONGRESS, DIST 7",TOM TIFFANY,TOWN OF GEORGETOWN,66,PRICE,T,GEORGETOWN
"REPRESENTATIVE IN CONGRESS, DIST 7",TOM TIFFANY,TOWN OF HACKETT,87,PRICE,T,HACKETT
"REPRESENTATIVE IN CONGRESS, DIST 7",TOM TIFFANY,TOWN OF HARMONY,92,PRICE,T,HARMONY
"REPRESENTATIVE IN CONGRESS, DIST 7",TOM TIFFANY,TOWN OF HILL,179,PRICE,T,HILL
"REPRESENTATIVE IN CONGRESS, DIST 7",TOM TIFFANY,TOWN OF KENNAN,146,PRICE,T,KENNAN
"REPRESENTATIVE IN CONGRESS, DIST 7",TOM TIFFANY,TOWN OF KNOX,147,PRICE,T,KNOX
"REPRESENTATIVE IN CONGRESS, DIST 7",TOM TIFFANY,TOWN OF LAKE,466,PRICE,T,LAKE
"REPRESENTATIVE IN CONGRESS, DIST 7",TOM TIFFANY,TOWN OF OGEMA,337,PRICE,T,OGEMA
"REPRESENTATIVE IN CONGRESS, DIST 7",TOM TIFFANY,TOWN OF PRENTICE,206,PRICE,T,PRENTICE
"REPRESENTATIVE IN CONGRESS, DIST 7",TOM TIFFANY,TOWN OF SPIRIT,162,PRICE,T,SPIRIT
"REPRESENTATIVE IN CONGRESS, DIST 7",TOM TIFFANY,TOWN OF WORCESTER,755,PRICE,T,WORCESTER
