reporting_unit,contest,votes,candidate,county,ctv,municipality
T SPRINGWATER,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN DOUG JENKINS / KIMBERLY LALONDE INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN DOUG JENKINS / KIMBERLY LALONDE INDEPENDENT,WAUSHARA,T,SPRINGWATER
T SPRINGWATER,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY INDEPENDENT,WAUSHARA,T,SPRINGWATER
T SPRINGWATER,"PRESIDENT REGISTERED WRITE-IN ANDRE RAMONE MCNEIL, SR. INDEPENDENT",0,"PRESIDENT REGISTERED WRITE-IN ANDRE RAMONE MCNEIL, SR. INDEPENDENT",WAUSHARA,T,SPRINGWATER
T WARREN,PRESIDENT/ VICE PRESIDENT KAMALA D. HARRIS / TIM WALZ DEMOCRATIC,116,PRESIDENT/ VICE PRESIDENT KAMALA D. HARRIS / TIM WALZ DEMOCRATIC,WAUSHARA,T,WARREN
T WARREN,PRESIDENT/ VICE PRESIDENT DONALD J. TRUMP/ JD VANCE REPUBLICAN,288,PRESIDENT/ VICE PRESIDENT DONALD J. TRUMP/ JD VANCE REPUBLICAN,WAUSHARA,T,WARREN
T WARREN,PRESIDENT/ VICE PRESIDENT RANDALL TERRY / STEPHEN BRODEN CONSTITUTION,1,PRESIDENT/ VICE PRESIDENT RANDALL TERRY / STEPHEN BRODEN CONSTITUTION,WAUSHARA,T,WARREN
T WARREN,PRESIDENT/ VICE PRESIDENT CHASE RUSSELL OLIVER / MIKE TER MAAT LIBERTARIAN,1,PRESIDENT/ VICE PRESIDENT CHASE RUSSELL OLIVER / MIKE TER MAAT LIBERTARIAN,WAUSHARA,T,WARREN
T WARREN,PRESIDENT/ VICE PRESIDENT JILL STEIN / RUDOLPH WARE WISCONSIN GREEN,0,PRESIDENT/ VICE PRESIDENT JILL STEIN / RUDOLPH WARE WISCONSIN GREEN,WAUSHARA,T,WARREN
T WARREN,PRESIDENT/ VICE PRESIDENT CLAUDIA DE LA CRUZ / KARINA GARCIA PARTY FOR SOCIALISM AND LIBERATION,0,PRESIDENT/ VICE PRESIDENT CLAUDIA DE LA CRUZ / KARINA GARCIA PARTY FOR SOCIALISM AND LIBERATION,WAUSHARA,T,WARREN
T WARREN,PRESIDENT/ VICE PRESIDENT CORNEL WEST / MELINA ABDULLAH JUSTICE FOR ALL,0,PRESIDENT/ VICE PRESIDENT CORNEL WEST / MELINA ABDULLAH JUSTICE FOR ALL,WAUSHARA,T,WARREN
T WARREN,"PRESIDENT/ VICE PRESIDENT ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN WE THE PEOPLE",0,"PRESIDENT/ VICE PRESIDENT ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN WE THE PEOPLE",WAUSHARA,T,WARREN
T WARREN,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN PETER SONSKI / LAUREN ONAK INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN PETER SONSKI / LAUREN ONAK INDEPENDENT,WAUSHARA,T,WARREN
T WARREN,PRESIDENT REGISTERED WRITE-IN CHERUNDA LYNN FOX INDEPENDENT,0,PRESIDENT REGISTERED WRITE-IN CHERUNDA LYNN FOX INDEPENDENT,WAUSHARA,T,WARREN
T WARREN,PRESIDENT REGISTERED WRITE-IN BRIAN KIENITZ INDEPENDENT,0,PRESIDENT REGISTERED WRITE-IN BRIAN KIENITZ INDEPENDENT,WAUSHARA,T,WARREN
T WARREN,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN DOUG JENKINS / KIMBERLY LALONDE INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN DOUG JENKINS / KIMBERLY LALONDE INDEPENDENT,WAUSHARA,T,WARREN
T WARREN,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY INDEPENDENT,WAUSHARA,T,WARREN
T WARREN,"PRESIDENT REGISTERED WRITE-IN ANDRE RAMONE MCNEIL, SR. INDEPENDENT",0,"PRESIDENT REGISTERED WRITE-IN ANDRE RAMONE MCNEIL, SR. INDEPENDENT",WAUSHARA,T,WARREN
T WAUTOMA,PRESIDENT/ VICE PRESIDENT KAMALA D. HARRIS / TIM WALZ DEMOCRATIC,243,PRESIDENT/ VICE PRESIDENT KAMALA D. HARRIS / TIM WALZ DEMOCRATIC,WAUSHARA,T,WAUTOMA
T WAUTOMA,PRESIDENT/ VICE PRESIDENT DONALD J. TRUMP/ JD VANCE REPUBLICAN,479,PRESIDENT/ VICE PRESIDENT DONALD J. TRUMP/ JD VANCE REPUBLICAN,WAUSHARA,T,WAUTOMA
T WAUTOMA,PRESIDENT/ VICE PRESIDENT RANDALL TERRY / STEPHEN BRODEN CONSTITUTION,1,PRESIDENT/ VICE PRESIDENT RANDALL TERRY / STEPHEN BRODEN CONSTITUTION,WAUSHARA,T,WAUTOMA
T WAUTOMA,PRESIDENT/ VICE PRESIDENT CHASE RUSSELL OLIVER / MIKE TER MAAT LIBERTARIAN,2,PRESIDENT/ VICE PRESIDENT CHASE RUSSELL OLIVER / MIKE TER MAAT LIBERTARIAN,WAUSHARA,T,WAUTOMA
T WAUTOMA,PRESIDENT/ VICE PRESIDENT JILL STEIN / RUDOLPH WARE WISCONSIN GREEN,1,PRESIDENT/ VICE PRESIDENT JILL STEIN / RUDOLPH WARE WISCONSIN GREEN,WAUSHARA,T,WAUTOMA
T WAUTOMA,PRESIDENT/ VICE PRESIDENT CLAUDIA DE LA CRUZ / KARINA GARCIA PARTY FOR SOCIALISM AND LIBERATION,0,PRESIDENT/ VICE PRESIDENT CLAUDIA DE LA CRUZ / KARINA GARCIA PARTY FOR SOCIALISM AND LIBERATION,WAUSHARA,T,WAUTOMA
T WAUTOMA,PRESIDENT/ VICE PRESIDENT CORNEL WEST / MELINA ABDULLAH JUSTICE FOR ALL,0,PRESIDENT/ VICE PRESIDENT CORNEL WEST / MELINA ABDULLAH JUSTICE FOR ALL,WAUSHARA,T,WAUTOMA
T WAUTOMA,"PRESIDENT/ VICE PRESIDENT ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN WE THE PEOPLE",3,"PRESIDENT/ VICE PRESIDENT ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN WE THE PEOPLE",WAUSHARA,T,WAUTOMA
T WAUTOMA,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN PETER SONSKI / LAUREN ONAK INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN PETER SONSKI / LAUREN ONAK INDEPENDENT,WAUSHARA,T,WAUTOMA
T WAUTOMA,PRESIDENT REGISTERED WRITE-IN CHERUNDA LYNN FOX INDEPENDENT,0,PRESIDENT REGISTERED WRITE-IN CHERUNDA LYNN FOX INDEPENDENT,WAUSHARA,T,WAUTOMA
T WAUTOMA,PRESIDENT REGISTERED WRITE-IN BRIAN KIENITZ INDEPENDENT,0,PRESIDENT REGISTERED WRITE-IN BRIAN KIENITZ INDEPENDENT,WAUSHARA,T,WAUTOMA
T WAUTOMA,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN DOUG JENKINS / KIMBERLY LALONDE INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN DOUG JENKINS / KIMBERLY LALONDE INDEPENDENT,WAUSHARA,T,WAUTOMA
T WAUTOMA,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY INDEPENDENT,WAUSHARA,T,WAUTOMA
T WAUTOMA,"PRESIDENT REGISTERED WRITE-IN ANDRE RAMONE MCNEIL, SR. INDEPENDENT",0,"PRESIDENT REGISTERED WRITE-IN ANDRE RAMONE MCNEIL, SR. INDEPENDENT",WAUSHARA,T,WAUTOMA
V COLOMA,PRESIDENT/ VICE PRESIDENT KAMALA D. HARRIS / TIM WALZ DEMOCRATIC,73,PRESIDENT/ VICE PRESIDENT KAMALA D. HARRIS / TIM WALZ DEMOCRATIC,WAUSHARA,V,COLOMA
V COLOMA,PRESIDENT/ VICE PRESIDENT DONALD J. TRUMP/ JD VANCE REPUBLICAN,184,PRESIDENT/ VICE PRESIDENT DONALD J. TRUMP/ JD VANCE REPUBLICAN,WAUSHARA,V,COLOMA
V COLOMA,PRESIDENT/ VICE PRESIDENT RANDALL TERRY / STEPHEN BRODEN CONSTITUTION,0,PRESIDENT/ VICE PRESIDENT RANDALL TERRY / STEPHEN BRODEN CONSTITUTION,WAUSHARA,V,COLOMA
V COLOMA,PRESIDENT/ VICE PRESIDENT CHASE RUSSELL OLIVER / MIKE TER MAAT LIBERTARIAN,1,PRESIDENT/ VICE PRESIDENT CHASE RUSSELL OLIVER / MIKE TER MAAT LIBERTARIAN,WAUSHARA,V,COLOMA
V COLOMA,PRESIDENT/ VICE PRESIDENT JILL STEIN / RUDOLPH WARE WISCONSIN GREEN,0,PRESIDENT/ VICE PRESIDENT JILL STEIN / RUDOLPH WARE WISCONSIN GREEN,WAUSHARA,V,COLOMA
V COLOMA,PRESIDENT/ VICE PRESIDENT CLAUDIA DE LA CRUZ / KARINA GARCIA PARTY FOR SOCIALISM AND LIBERATION,0,PRESIDENT/ VICE PRESIDENT CLAUDIA DE LA CRUZ / KARINA GARCIA PARTY FOR SOCIALISM AND LIBERATION,WAUSHARA,V,COLOMA
V COLOMA,PRESIDENT/ VICE PRESIDENT CORNEL WEST / MELINA ABDULLAH JUSTICE FOR ALL,0,PRESIDENT/ VICE PRESIDENT CORNEL WEST / MELINA ABDULLAH JUSTICE FOR ALL,WAUSHARA,V,COLOMA
V COLOMA,"PRESIDENT/ VICE PRESIDENT ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN WE THE PEOPLE",1,"PRESIDENT/ VICE PRESIDENT ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN WE THE PEOPLE",WAUSHARA,V,COLOMA
V COLOMA,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN PETER SONSKI / LAUREN ONAK INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN PETER SONSKI / LAUREN ONAK INDEPENDENT,WAUSHARA,V,COLOMA
V COLOMA,PRESIDENT REGISTERED WRITE-IN CHERUNDA LYNN FOX INDEPENDENT,0,PRESIDENT REGISTERED WRITE-IN CHERUNDA LYNN FOX INDEPENDENT,WAUSHARA,V,COLOMA
V COLOMA,PRESIDENT REGISTERED WRITE-IN BRIAN KIENITZ INDEPENDENT,0,PRESIDENT REGISTERED WRITE-IN BRIAN KIENITZ INDEPENDENT,WAUSHARA,V,COLOMA
V COLOMA,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN DOUG JENKINS / KIMBERLY LALONDE INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN DOUG JENKINS / KIMBERLY LALONDE INDEPENDENT,WAUSHARA,V,COLOMA
V COLOMA,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY INDEPENDENT,WAUSHARA,V,COLOMA
V COLOMA,"PRESIDENT REGISTERED WRITE-IN ANDRE RAMONE MCNEIL, SR. INDEPENDENT",0,"PRESIDENT REGISTERED WRITE-IN ANDRE RAMONE MCNEIL, SR. INDEPENDENT",WAUSHARA,V,COLOMA
V HANCOCK,PRESIDENT/ VICE PRESIDENT KAMALA D. HARRIS / TIM WALZ DEMOCRATIC,86,PRESIDENT/ VICE PRESIDENT KAMALA D. HARRIS / TIM WALZ DEMOCRATIC,WAUSHARA,V,HANCOCK
V HANCOCK,PRESIDENT/ VICE PRESIDENT DONALD J. TRUMP/ JD VANCE REPUBLICAN,155,PRESIDENT/ VICE PRESIDENT DONALD J. TRUMP/ JD VANCE REPUBLICAN,WAUSHARA,V,HANCOCK
V HANCOCK,PRESIDENT/ VICE PRESIDENT RANDALL TERRY / STEPHEN BRODEN CONSTITUTION,0,PRESIDENT/ VICE PRESIDENT RANDALL TERRY / STEPHEN BRODEN CONSTITUTION,WAUSHARA,V,HANCOCK
V HANCOCK,PRESIDENT/ VICE PRESIDENT CHASE RUSSELL OLIVER / MIKE TER MAAT LIBERTARIAN,1,PRESIDENT/ VICE PRESIDENT CHASE RUSSELL OLIVER / MIKE TER MAAT LIBERTARIAN,WAUSHARA,V,HANCOCK
V HANCOCK,PRESIDENT/ VICE PRESIDENT JILL STEIN / RUDOLPH WARE WISCONSIN GREEN,0,PRESIDENT/ VICE PRESIDENT JILL STEIN / RUDOLPH WARE WISCONSIN GREEN,WAUSHARA,V,HANCOCK
V HANCOCK,PRESIDENT/ VICE PRESIDENT CLAUDIA DE LA CRUZ / KARINA GARCIA PARTY FOR SOCIALISM AND LIBERATION,1,PRESIDENT/ VICE PRESIDENT CLAUDIA DE LA CRUZ / KARINA GARCIA PARTY FOR SOCIALISM AND LIBERATION,WAUSHARA,V,HANCOCK
V HANCOCK,PRESIDENT/ VICE PRESIDENT CORNEL WEST / MELINA ABDULLAH JUSTICE FOR ALL,0,PRESIDENT/ VICE PRESIDENT CORNEL WEST / MELINA ABDULLAH JUSTICE FOR ALL,WAUSHARA,V,HANCOCK
V HANCOCK,"PRESIDENT/ VICE PRESIDENT ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN WE THE PEOPLE",1,"PRESIDENT/ VICE PRESIDENT ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN WE THE PEOPLE",WAUSHARA,V,HANCOCK
V HANCOCK,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN PETER SONSKI / LAUREN ONAK INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN PETER SONSKI / LAUREN ONAK INDEPENDENT,WAUSHARA,V,HANCOCK
V HANCOCK,PRESIDENT REGISTERED WRITE-IN CHERUNDA LYNN FOX INDEPENDENT,0,PRESIDENT REGISTERED WRITE-IN CHERUNDA LYNN FOX INDEPENDENT,WAUSHARA,V,HANCOCK
V HANCOCK,PRESIDENT REGISTERED WRITE-IN BRIAN KIENITZ INDEPENDENT,0,PRESIDENT REGISTERED WRITE-IN BRIAN KIENITZ INDEPENDENT,WAUSHARA,V,HANCOCK
V HANCOCK,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN DOUG JENKINS / KIMBERLY LALONDE INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN DOUG JENKINS / KIMBERLY LALONDE INDEPENDENT,WAUSHARA,V,HANCOCK
V HANCOCK,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY INDEPENDENT,WAUSHARA,V,HANCOCK
V HANCOCK,"PRESIDENT REGISTERED WRITE-IN ANDRE RAMONE MCNEIL, SR. INDEPENDENT",0,"PRESIDENT REGISTERED WRITE-IN ANDRE RAMONE MCNEIL, SR. INDEPENDENT",WAUSHARA,V,HANCOCK
V LOHRVILLE,PRESIDENT/ VICE PRESIDENT KAMALA D. HARRIS / TIM WALZ DEMOCRATIC,54,PRESIDENT/ VICE PRESIDENT KAMALA D. HARRIS / TIM WALZ DEMOCRATIC,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,PRESIDENT/ VICE PRESIDENT DONALD J. TRUMP/ JD VANCE REPUBLICAN,177,PRESIDENT/ VICE PRESIDENT DONALD J. TRUMP/ JD VANCE REPUBLICAN,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,PRESIDENT/ VICE PRESIDENT RANDALL TERRY / STEPHEN BRODEN CONSTITUTION,2,PRESIDENT/ VICE PRESIDENT RANDALL TERRY / STEPHEN BRODEN CONSTITUTION,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,PRESIDENT/ VICE PRESIDENT CHASE RUSSELL OLIVER / MIKE TER MAAT LIBERTARIAN,1,PRESIDENT/ VICE PRESIDENT CHASE RUSSELL OLIVER / MIKE TER MAAT LIBERTARIAN,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,PRESIDENT/ VICE PRESIDENT JILL STEIN / RUDOLPH WARE WISCONSIN GREEN,0,PRESIDENT/ VICE PRESIDENT JILL STEIN / RUDOLPH WARE WISCONSIN GREEN,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,PRESIDENT/ VICE PRESIDENT CLAUDIA DE LA CRUZ / KARINA GARCIA PARTY FOR SOCIALISM AND LIBERATION,0,PRESIDENT/ VICE PRESIDENT CLAUDIA DE LA CRUZ / KARINA GARCIA PARTY FOR SOCIALISM AND LIBERATION,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,PRESIDENT/ VICE PRESIDENT CORNEL WEST / MELINA ABDULLAH JUSTICE FOR ALL,0,PRESIDENT/ VICE PRESIDENT CORNEL WEST / MELINA ABDULLAH JUSTICE FOR ALL,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,"PRESIDENT/ VICE PRESIDENT ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN WE THE PEOPLE",0,"PRESIDENT/ VICE PRESIDENT ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN WE THE PEOPLE",WAUSHARA,V,LOHRVILLE
V LOHRVILLE,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN PETER SONSKI / LAUREN ONAK INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN PETER SONSKI / LAUREN ONAK INDEPENDENT,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,PRESIDENT REGISTERED WRITE-IN CHERUNDA LYNN FOX INDEPENDENT,0,PRESIDENT REGISTERED WRITE-IN CHERUNDA LYNN FOX INDEPENDENT,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,PRESIDENT REGISTERED WRITE-IN BRIAN KIENITZ INDEPENDENT,0,PRESIDENT REGISTERED WRITE-IN BRIAN KIENITZ INDEPENDENT,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN DOUG JENKINS / KIMBERLY LALONDE INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN DOUG JENKINS / KIMBERLY LALONDE INDEPENDENT,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY INDEPENDENT,WAUSHARA,V,LOHRVILLE
V LOHRVILLE,"PRESIDENT REGISTERED WRITE-IN ANDRE RAMONE MCNEIL, SR. INDEPENDENT",0,"PRESIDENT REGISTERED WRITE-IN ANDRE RAMONE MCNEIL, SR. INDEPENDENT",WAUSHARA,V,LOHRVILLE
V PLAINFIELD,PRESIDENT/ VICE PRESIDENT KAMALA D. HARRIS / TIM WALZ DEMOCRATIC,161,PRESIDENT/ VICE PRESIDENT KAMALA D. HARRIS / TIM WALZ DEMOCRATIC,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,PRESIDENT/ VICE PRESIDENT DONALD J. TRUMP/ JD VANCE REPUBLICAN,247,PRESIDENT/ VICE PRESIDENT DONALD J. TRUMP/ JD VANCE REPUBLICAN,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,PRESIDENT/ VICE PRESIDENT RANDALL TERRY / STEPHEN BRODEN CONSTITUTION,0,PRESIDENT/ VICE PRESIDENT RANDALL TERRY / STEPHEN BRODEN CONSTITUTION,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,PRESIDENT/ VICE PRESIDENT CHASE RUSSELL OLIVER / MIKE TER MAAT LIBERTARIAN,1,PRESIDENT/ VICE PRESIDENT CHASE RUSSELL OLIVER / MIKE TER MAAT LIBERTARIAN,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,PRESIDENT/ VICE PRESIDENT JILL STEIN / RUDOLPH WARE WISCONSIN GREEN,2,PRESIDENT/ VICE PRESIDENT JILL STEIN / RUDOLPH WARE WISCONSIN GREEN,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,PRESIDENT/ VICE PRESIDENT CLAUDIA DE LA CRUZ / KARINA GARCIA PARTY FOR SOCIALISM AND LIBERATION,0,PRESIDENT/ VICE PRESIDENT CLAUDIA DE LA CRUZ / KARINA GARCIA PARTY FOR SOCIALISM AND LIBERATION,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,PRESIDENT/ VICE PRESIDENT CORNEL WEST / MELINA ABDULLAH JUSTICE FOR ALL,0,PRESIDENT/ VICE PRESIDENT CORNEL WEST / MELINA ABDULLAH JUSTICE FOR ALL,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,"PRESIDENT/ VICE PRESIDENT ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN WE THE PEOPLE",1,"PRESIDENT/ VICE PRESIDENT ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN WE THE PEOPLE",WAUSHARA,V,PLAINFIELD
V PLAINFIELD,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN PETER SONSKI / LAUREN ONAK INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN PETER SONSKI / LAUREN ONAK INDEPENDENT,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,PRESIDENT REGISTERED WRITE-IN CHERUNDA LYNN FOX INDEPENDENT,0,PRESIDENT REGISTERED WRITE-IN CHERUNDA LYNN FOX INDEPENDENT,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,PRESIDENT REGISTERED WRITE-IN BRIAN KIENITZ INDEPENDENT,0,PRESIDENT REGISTERED WRITE-IN BRIAN KIENITZ INDEPENDENT,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN DOUG JENKINS / KIMBERLY LALONDE INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN DOUG JENKINS / KIMBERLY LALONDE INDEPENDENT,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY INDEPENDENT,WAUSHARA,V,PLAINFIELD
V PLAINFIELD,"PRESIDENT REGISTERED WRITE-IN ANDRE RAMONE MCNEIL, SR. INDEPENDENT",0,"PRESIDENT REGISTERED WRITE-IN ANDRE RAMONE MCNEIL, SR. INDEPENDENT",WAUSHARA,V,PLAINFIELD
V REDGRANITE,PRESIDENT/ VICE PRESIDENT KAMALA D. HARRIS / TIM WALZ DEMOCRATIC,172,PRESIDENT/ VICE PRESIDENT KAMALA D. HARRIS / TIM WALZ DEMOCRATIC,WAUSHARA,V,REDGRANITE
V REDGRANITE,PRESIDENT/ VICE PRESIDENT DONALD J. TRUMP/ JD VANCE REPUBLICAN,354,PRESIDENT/ VICE PRESIDENT DONALD J. TRUMP/ JD VANCE REPUBLICAN,WAUSHARA,V,REDGRANITE
V REDGRANITE,PRESIDENT/ VICE PRESIDENT RANDALL TERRY / STEPHEN BRODEN CONSTITUTION,3,PRESIDENT/ VICE PRESIDENT RANDALL TERRY / STEPHEN BRODEN CONSTITUTION,WAUSHARA,V,REDGRANITE
V REDGRANITE,PRESIDENT/ VICE PRESIDENT CHASE RUSSELL OLIVER / MIKE TER MAAT LIBERTARIAN,0,PRESIDENT/ VICE PRESIDENT CHASE RUSSELL OLIVER / MIKE TER MAAT LIBERTARIAN,WAUSHARA,V,REDGRANITE
V REDGRANITE,PRESIDENT/ VICE PRESIDENT JILL STEIN / RUDOLPH WARE WISCONSIN GREEN,2,PRESIDENT/ VICE PRESIDENT JILL STEIN / RUDOLPH WARE WISCONSIN GREEN,WAUSHARA,V,REDGRANITE
V REDGRANITE,PRESIDENT/ VICE PRESIDENT CLAUDIA DE LA CRUZ / KARINA GARCIA PARTY FOR SOCIALISM AND LIBERATION,0,PRESIDENT/ VICE PRESIDENT CLAUDIA DE LA CRUZ / KARINA GARCIA PARTY FOR SOCIALISM AND LIBERATION,WAUSHARA,V,REDGRANITE
V REDGRANITE,PRESIDENT/ VICE PRESIDENT CORNEL WEST / MELINA ABDULLAH JUSTICE FOR ALL,0,PRESIDENT/ VICE PRESIDENT CORNEL WEST / MELINA ABDULLAH JUSTICE FOR ALL,WAUSHARA,V,REDGRANITE
V REDGRANITE,"PRESIDENT/ VICE PRESIDENT ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN WE THE PEOPLE",1,"PRESIDENT/ VICE PRESIDENT ROBERT F. KENNEDY, JR. / NICOLE SHANAHAN WE THE PEOPLE",WAUSHARA,V,REDGRANITE
V REDGRANITE,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN PETER SONSKI / LAUREN ONAK INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN PETER SONSKI / LAUREN ONAK INDEPENDENT,WAUSHARA,V,REDGRANITE
V REDGRANITE,PRESIDENT REGISTERED WRITE-IN CHERUNDA LYNN FOX INDEPENDENT,0,PRESIDENT REGISTERED WRITE-IN CHERUNDA LYNN FOX INDEPENDENT,WAUSHARA,V,REDGRANITE
V REDGRANITE,PRESIDENT REGISTERED WRITE-IN BRIAN KIENITZ INDEPENDENT,0,PRESIDENT REGISTERED WRITE-IN BRIAN KIENITZ INDEPENDENT,WAUSHARA,V,REDGRANITE
V REDGRANITE,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN DOUG JENKINS / KIMBERLY LALONDE INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN DOUG JENKINS / KIMBERLY LALONDE INDEPENDENT,WAUSHARA,V,REDGRANITE
V REDGRANITE,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY INDEPENDENT,0,PRESIDENT/ VICE PRESIDENT REGISTERED WRITE-IN FUTURE MADAM POTUS / JESSICA KENNEDY INDEPENDENT,WAUSHARA,V,REDGRANITE
V REDGRANITE,"PRESIDENT REGISTERED WRITE-IN ANDRE RAMONE MCNEIL, SR. INDEPENDENT",0,"PRESIDENT REGISTERED WRITE-IN ANDRE RAMONE MCNEIL, SR. INDEPENDENT",WAUSHARA,V,REDGRANITE
V WILD ROSE,PRESIDENT/ VICE PRESIDENT KAMALA D. HARRIS / TIM WALZ DEMOCRATIC,180,PRESIDENT/ VICE PRESIDENT KAMALA D. HARRIS / TIM WALZ DEMOCRATIC,WAUSHARA,V,WILD ROSE
V WILD ROSE,PRESIDENT/ VICE PRESIDENT DONALD J. TRUMP/ JD VANCE REPUBLICAN,245,PRESIDENT/ VICE PRESIDENT DONALD J. TRUMP/ JD VANCE REPUBLICAN,WAUSHARA,V,WILD ROSE
