rep_unit_2024,tract_GEOID,l2_count,prop_of_rep_unit_2024
MILWAUKEE - CITY OF GREENFIELD WARD 24,55079120501,1195,1
MILWAUKEE - CITY OF GREENFIELD WARD 25,55079120501,755,1
MILWAUKEE - CITY OF GREENFIELD WARD 26,55079120502,153,1
MILWAUKEE - CITY OF GREENFIELD WARD 3,55079120400,752,1
MILWAUKEE - CITY OF GREENFIELD WARD 4,55079120400,722,1
MILWAUKEE - CITY OF GREENFIELD WARD 5,55079120300,24,1
MILWAUKEE - CITY OF GREENFIELD WARD 6,55079120300,28,1
MILWAUKEE - CITY OF GREENFIELD WARD 7,55079120300,4,1
MILWAUKEE - CITY OF GREENFIELD WARD 8,55079120203,893,1
MILWAUKEE - CITY OF GREENFIELD WARD 9,55079120201,658,0.7214912280701754
MILWAUKEE - CITY OF GREENFIELD WARD 9,55079120203,254,0.27850877192982454
MILWAUKEE - CITY OF MILWAUKEE WARD 1,55079000201,1073,1
MILWAUKEE - CITY OF MILWAUKEE WARD 10,55079000304,517,0.4575221238938053
MILWAUKEE - CITY OF MILWAUKEE WARD 10,55079000600,613,0.5424778761061947
MILWAUKEE - CITY OF MILWAUKEE WARD 100,55079004800,2,0.00390625
MILWAUKEE - CITY OF MILWAUKEE WARD 100,55079004900,510,0.99609375
MILWAUKEE - CITY OF MILWAUKEE WARD 101,55079004800,1036,1
MILWAUKEE - CITY OF MILWAUKEE WARD 102,55079006300,409,1
MILWAUKEE - CITY OF MILWAUKEE WARD 103,55079004700,234,0.46706586826347307
MILWAUKEE - CITY OF MILWAUKEE WARD 103,55079006300,267,0.5329341317365269
MILWAUKEE - CITY OF MILWAUKEE WARD 104,55079004700,918,1
MILWAUKEE - CITY OF MILWAUKEE WARD 105,55079004700,327,0.4308300395256917
MILWAUKEE - CITY OF MILWAUKEE WARD 105,55079006400,3,0.003952569169960474
MILWAUKEE - CITY OF MILWAUKEE WARD 105,55079006500,429,0.5652173913043478
MILWAUKEE - CITY OF MILWAUKEE WARD 106,55079006400,153,0.3248407643312102
MILWAUKEE - CITY OF MILWAUKEE WARD 106,55079006500,318,0.6751592356687898
MILWAUKEE - CITY OF MILWAUKEE WARD 107,55079006400,473,1
MILWAUKEE - CITY OF MILWAUKEE WARD 108,55079006600,576,1
MILWAUKEE - CITY OF MILWAUKEE WARD 109,55079004600,115,0.22072936660268713
MILWAUKEE - CITY OF MILWAUKEE WARD 109,55079006600,39,0.07485604606525911
MILWAUKEE - CITY OF MILWAUKEE WARD 109,55079006800,367,0.7044145873320538
MILWAUKEE - CITY OF MILWAUKEE WARD 11,55079000304,187,0.19140225179119755
MILWAUKEE - CITY OF MILWAUKEE WARD 11,55079000600,790,0.8085977482088025
MILWAUKEE - CITY OF MILWAUKEE WARD 110,55079004600,483,0.9979338842975206
MILWAUKEE - CITY OF MILWAUKEE WARD 110,55079004700,1,0.002066115702479339
MILWAUKEE - CITY OF MILWAUKEE WARD 111,55079004500,335,0.4251269035532995
MILWAUKEE - CITY OF MILWAUKEE WARD 111,55079004600,453,0.5748730964467005
MILWAUKEE - CITY OF MILWAUKEE WARD 112,55079004500,99,0.25255102040816324
MILWAUKEE - CITY OF MILWAUKEE WARD 112,55079006600,137,0.3494897959183674
MILWAUKEE - CITY OF MILWAUKEE WARD 112,55079006800,156,0.3979591836734694
MILWAUKEE - CITY OF MILWAUKEE WARD 113,55079006600,158,0.3368869936034115
MILWAUKEE - CITY OF MILWAUKEE WARD 113,55079006700,178,0.3795309168443497
MILWAUKEE - CITY OF MILWAUKEE WARD 113,55079006800,133,0.2835820895522388
MILWAUKEE - CITY OF MILWAUKEE WARD 114,55079004500,412,1
MILWAUKEE - CITY OF MILWAUKEE WARD 115,55079004400,599,1
MILWAUKEE - CITY OF MILWAUKEE WARD 116,55079006800,38,0.07450980392156863
MILWAUKEE - CITY OF MILWAUKEE WARD 116,55079006900,472,0.9254901960784314
MILWAUKEE - CITY OF MILWAUKEE WARD 117,55079006700,267,0.43344155844155846
MILWAUKEE - CITY OF MILWAUKEE WARD 117,55079006800,53,0.08603896103896104
MILWAUKEE - CITY OF MILWAUKEE WARD 117,55079007000,127,0.20616883116883117
MILWAUKEE - CITY OF MILWAUKEE WARD 117,55079008400,1,0.0016233766233766235
MILWAUKEE - CITY OF MILWAUKEE WARD 117,55079185700,168,0.2727272727272727
MILWAUKEE - CITY OF MILWAUKEE WARD 118,55079006900,78,0.12074303405572756
MILWAUKEE - CITY OF MILWAUKEE WARD 118,55079007000,489,0.7569659442724458
MILWAUKEE - CITY OF MILWAUKEE WARD 118,55079185700,79,0.12229102167182662
MILWAUKEE - CITY OF MILWAUKEE WARD 119,55079006900,221,0.2059645852749301
MILWAUKEE - CITY OF MILWAUKEE WARD 119,55079007000,177,0.16495806150978565
MILWAUKEE - CITY OF MILWAUKEE WARD 119,55079007100,303,0.28238583410997203
MILWAUKEE - CITY OF MILWAUKEE WARD 119,55079007200,372,0.3466915191053122
MILWAUKEE - CITY OF MILWAUKEE WARD 12,55079000600,775,1
MILWAUKEE - CITY OF MILWAUKEE WARD 120,55079004400,464,1
MILWAUKEE - CITY OF MILWAUKEE WARD 121,55079007100,301,0.37766624843161856
MILWAUKEE - CITY OF MILWAUKEE WARD 121,55079007200,496,0.6223337515683814
MILWAUKEE - CITY OF MILWAUKEE WARD 122,55079007200,816,1
MILWAUKEE - CITY OF MILWAUKEE WARD 123,55079007300,1223,1
MILWAUKEE - CITY OF MILWAUKEE WARD 124,55079007800,1324,1
MILWAUKEE - CITY OF MILWAUKEE WARD 125,55079007500,903,0.8870333988212181
MILWAUKEE - CITY OF MILWAUKEE WARD 125,55079007800,115,0.11296660117878192
MILWAUKEE - CITY OF MILWAUKEE WARD 126,55079007300,61,0.06081754735792622
MILWAUKEE - CITY OF MILWAUKEE WARD 126,55079007400,942,0.9391824526420738
MILWAUKEE - CITY OF MILWAUKEE WARD 127,55079007400,869,0.79
MILWAUKEE - CITY OF MILWAUKEE WARD 127,55079007500,231,0.21
MILWAUKEE - CITY OF MILWAUKEE WARD 128,55079007500,617,0.4024787997390737
MILWAUKEE - CITY OF MILWAUKEE WARD 128,55079007600,916,0.5975212002609263
MILWAUKEE - CITY OF MILWAUKEE WARD 129,55079007600,720,1
MILWAUKEE - CITY OF MILWAUKEE WARD 13,55079000600,380,0.753968253968254
MILWAUKEE - CITY OF MILWAUKEE WARD 13,55079000700,4,0.007936507936507936
MILWAUKEE - CITY OF MILWAUKEE WARD 13,55079000800,120,0.23809523809523808
MILWAUKEE - CITY OF MILWAUKEE WARD 130,55079007600,184,0.24731182795698925
MILWAUKEE - CITY OF MILWAUKEE WARD 130,55079007700,560,0.7526881720430108
MILWAUKEE - CITY OF MILWAUKEE WARD 131,55079007700,762,0.7799385875127943
MILWAUKEE - CITY OF MILWAUKEE WARD 131,55079010800,61,0.062436028659160696
MILWAUKEE - CITY OF MILWAUKEE WARD 131,55079187000,154,0.15762538382804503
MILWAUKEE - CITY OF MILWAUKEE WARD 132,55079007700,824,0.8166501486620417
MILWAUKEE - CITY OF MILWAUKEE WARD 132,55079007800,185,0.18334985133795836
MILWAUKEE - CITY OF MILWAUKEE WARD 133,55079007900,605,0.8976261127596439
MILWAUKEE - CITY OF MILWAUKEE WARD 133,55079010700,69,0.10237388724035608
MILWAUKEE - CITY OF MILWAUKEE WARD 134,55079007900,513,0.6225728155339806
MILWAUKEE - CITY OF MILWAUKEE WARD 134,55079008000,311,0.3774271844660194
MILWAUKEE - CITY OF MILWAUKEE WARD 135,55079008000,339,0.22967479674796748
MILWAUKEE - CITY OF MILWAUKEE WARD 135,55079008100,292,0.1978319783197832
MILWAUKEE - CITY OF MILWAUKEE WARD 135,55079010600,214,0.14498644986449866
MILWAUKEE - CITY OF MILWAUKEE WARD 135,55079010700,631,0.4275067750677507
MILWAUKEE - CITY OF MILWAUKEE WARD 136,55079007000,114,0.2992125984251969
MILWAUKEE - CITY OF MILWAUKEE WARD 136,55079008100,267,0.7007874015748031
MILWAUKEE - CITY OF MILWAUKEE WARD 137,55079185600,285,0.5210237659963437
MILWAUKEE - CITY OF MILWAUKEE WARD 137,55079185700,262,0.4789762340036563
MILWAUKEE - CITY OF MILWAUKEE WARD 138,55079008400,1,0.0017391304347826088
MILWAUKEE - CITY OF MILWAUKEE WARD 138,55079185600,296,0.5147826086956522
MILWAUKEE - CITY OF MILWAUKEE WARD 138,55079185700,278,0.4834782608695652
MILWAUKEE - CITY OF MILWAUKEE WARD 139,55079008400,350,0.8883248730964467
MILWAUKEE - CITY OF MILWAUKEE WARD 139,55079008500,44,0.1116751269035533
MILWAUKEE - CITY OF MILWAUKEE WARD 14,55079000700,883,1
MILWAUKEE - CITY OF MILWAUKEE WARD 140,55079008500,54,0.07941176470588235
MILWAUKEE - CITY OF MILWAUKEE WARD 140,55079185500,446,0.6558823529411765
MILWAUKEE - CITY OF MILWAUKEE WARD 140,55079185900,107,0.15735294117647058
MILWAUKEE - CITY OF MILWAUKEE WARD 140,55079186000,73,0.10735294117647058
MILWAUKEE - CITY OF MILWAUKEE WARD 141,55079014400,227,0.8764478764478765
MILWAUKEE - CITY OF MILWAUKEE WARD 141,55079187400,32,0.12355212355212356
MILWAUKEE - CITY OF MILWAUKEE WARD 142,55079008500,150,0.35799522673031026
MILWAUKEE - CITY OF MILWAUKEE WARD 142,55079008600,192,0.45823389021479716
MILWAUKEE - CITY OF MILWAUKEE WARD 142,55079008700,77,0.18377088305489261
MILWAUKEE - CITY OF MILWAUKEE WARD 143,55079008700,222,0.46638655462184875
MILWAUKEE - CITY OF MILWAUKEE WARD 143,55079008800,254,0.5336134453781513
MILWAUKEE - CITY OF MILWAUKEE WARD 144,55079008500,30,0.050933786078098474
MILWAUKEE - CITY OF MILWAUKEE WARD 144,55079008600,122,0.2071307300509338
MILWAUKEE - CITY OF MILWAUKEE WARD 144,55079008700,16,0.027164685908319185
MILWAUKEE - CITY OF MILWAUKEE WARD 144,55079185400,298,0.5059422750424448
MILWAUKEE - CITY OF MILWAUKEE WARD 144,55079185500,123,0.20882852292020374
MILWAUKEE - CITY OF MILWAUKEE WARD 145,55079008700,107,0.16614906832298137
MILWAUKEE - CITY OF MILWAUKEE WARD 145,55079008800,110,0.17080745341614906
MILWAUKEE - CITY OF MILWAUKEE WARD 145,55079009900,274,0.4254658385093168
MILWAUKEE - CITY OF MILWAUKEE WARD 145,55079185400,153,0.2375776397515528
MILWAUKEE - CITY OF MILWAUKEE WARD 146,55079009000,2,0.0032626427406199023
MILWAUKEE - CITY OF MILWAUKEE WARD 146,55079009700,81,0.13213703099510604
MILWAUKEE - CITY OF MILWAUKEE WARD 146,55079009800,379,0.6182707993474714
MILWAUKEE - CITY OF MILWAUKEE WARD 146,55079009900,151,0.2463295269168026
MILWAUKEE - CITY OF MILWAUKEE WARD 147,55079008800,232,0.599483204134367
MILWAUKEE - CITY OF MILWAUKEE WARD 147,55079008900,95,0.2454780361757106
MILWAUKEE - CITY OF MILWAUKEE WARD 147,55079009900,60,0.15503875968992248
MILWAUKEE - CITY OF MILWAUKEE WARD 148,55079008900,290,0.7125307125307125
MILWAUKEE - CITY OF MILWAUKEE WARD 148,55079009800,117,0.28746928746928746
MILWAUKEE - CITY OF MILWAUKEE WARD 149,55079006100,165,0.24336283185840707
MILWAUKEE - CITY OF MILWAUKEE WARD 149,55079006200,513,0.7566371681415929
MILWAUKEE - CITY OF MILWAUKEE WARD 15,55079000700,721,1
MILWAUKEE - CITY OF MILWAUKEE WARD 150,55079006100,194,0.36261682242990656
MILWAUKEE - CITY OF MILWAUKEE WARD 150,55079006200,341,0.6373831775700934
MILWAUKEE - CITY OF MILWAUKEE WARD 151,55079009000,440,0.8380952380952381
MILWAUKEE - CITY OF MILWAUKEE WARD 151,55079009600,85,0.1619047619047619
MILWAUKEE - CITY OF MILWAUKEE WARD 152,55079009000,268,0.4110429447852761
MILWAUKEE - CITY OF MILWAUKEE WARD 152,55079009100,350,0.5368098159509203
MILWAUKEE - CITY OF MILWAUKEE WARD 152,55079009600,34,0.05214723926380368
MILWAUKEE - CITY OF MILWAUKEE WARD 153,55079009200,477,0.997907949790795
MILWAUKEE - CITY OF MILWAUKEE WARD 153,55079009300,1,0.0020920502092050207
MILWAUKEE - CITY OF MILWAUKEE WARD 154,55079009100,384,0.6475548060708263
MILWAUKEE - CITY OF MILWAUKEE WARD 154,55079009200,209,0.3524451939291737
MILWAUKEE - CITY OF MILWAUKEE WARD 155,55079006000,345,0.596885813148789
MILWAUKEE - CITY OF MILWAUKEE WARD 155,55079006100,233,0.4031141868512111
MILWAUKEE - CITY OF MILWAUKEE WARD 156,55079014300,935,0.7474020783373302
MILWAUKEE - CITY OF MILWAUKEE WARD 156,55079187400,316,0.25259792166266987
MILWAUKEE - CITY OF MILWAUKEE WARD 157,55079006000,197,0.3594890510948905
MILWAUKEE - CITY OF MILWAUKEE WARD 157,55079006100,351,0.6405109489051095
MILWAUKEE - CITY OF MILWAUKEE WARD 158,55079011300,6,0.006109979633401222
MILWAUKEE - CITY OF MILWAUKEE WARD 158,55079014400,976,0.9938900203665988
MILWAUKEE - CITY OF MILWAUKEE WARD 159,55079005900,437,1
MILWAUKEE - CITY OF MILWAUKEE WARD 16,55079000600,2,0.0016638935108153079
MILWAUKEE - CITY OF MILWAUKEE WARD 16,55079000800,1194,0.9933444259567388
MILWAUKEE - CITY OF MILWAUKEE WARD 16,55079001100,6,0.004991680532445923
MILWAUKEE - CITY OF MILWAUKEE WARD 160,55079005000,131,0.24440298507462688
MILWAUKEE - CITY OF MILWAUKEE WARD 160,55079005900,405,0.7555970149253731
MILWAUKEE - CITY OF MILWAUKEE WARD 161,55079005900,386,0.6433333333333333
MILWAUKEE - CITY OF MILWAUKEE WARD 161,55079009300,214,0.3566666666666667
MILWAUKEE - CITY OF MILWAUKEE WARD 162,55079011000,381,0.3735294117647059
MILWAUKEE - CITY OF MILWAUKEE WARD 162,55079011100,329,0.32254901960784316
MILWAUKEE - CITY OF MILWAUKEE WARD 162,55079011300,310,0.30392156862745096
MILWAUKEE - CITY OF MILWAUKEE WARD 163,55079009300,678,1
MILWAUKEE - CITY OF MILWAUKEE WARD 164,55079009400,1110,0.6506447831184057
MILWAUKEE - CITY OF MILWAUKEE WARD 164,55079009500,596,0.3493552168815944
MILWAUKEE - CITY OF MILWAUKEE WARD 165,55079009100,73,0.13984674329501914
MILWAUKEE - CITY OF MILWAUKEE WARD 165,55079009200,1,0.0019157088122605363
MILWAUKEE - CITY OF MILWAUKEE WARD 165,55079009600,448,0.8582375478927203
MILWAUKEE - CITY OF MILWAUKEE WARD 166,55079009700,397,1
MILWAUKEE - CITY OF MILWAUKEE WARD 167,55079012200,181,1
MILWAUKEE - CITY OF MILWAUKEE WARD 168,55079012200,65,0.15476190476190477
MILWAUKEE - CITY OF MILWAUKEE WARD 168,55079185800,1,0.002380952380952381
MILWAUKEE - CITY OF MILWAUKEE WARD 168,55079186100,354,0.8428571428571429
MILWAUKEE - CITY OF MILWAUKEE WARD 169,55079185800,602,1
MILWAUKEE - CITY OF MILWAUKEE WARD 17,55079000800,570,0.979381443298969
MILWAUKEE - CITY OF MILWAUKEE WARD 17,55079001100,12,0.020618556701030927
MILWAUKEE - CITY OF MILWAUKEE WARD 170,55079185400,8,0.01
MILWAUKEE - CITY OF MILWAUKEE WARD 170,55079185900,459,0.57375
MILWAUKEE - CITY OF MILWAUKEE WARD 170,55079186200,333,0.41625
MILWAUKEE - CITY OF MILWAUKEE WARD 171,55079011400,75,0.14763779527559054
MILWAUKEE - CITY OF MILWAUKEE WARD 171,55079185600,17,0.03346456692913386
MILWAUKEE - CITY OF MILWAUKEE WARD 171,55079186000,416,0.8188976377952756
MILWAUKEE - CITY OF MILWAUKEE WARD 172,55079014100,413,0.6792763157894737
MILWAUKEE - CITY OF MILWAUKEE WARD 172,55079186000,195,0.3207236842105263
MILWAUKEE - CITY OF MILWAUKEE WARD 173,55079010600,305,0.1829634073185363
MILWAUKEE - CITY OF MILWAUKEE WARD 173,55079010700,503,0.3017396520695861
MILWAUKEE - CITY OF MILWAUKEE WARD 173,55079011400,688,0.41271745650869823
MILWAUKEE - CITY OF MILWAUKEE WARD 173,55079185600,171,0.10257948410317937
MILWAUKEE - CITY OF MILWAUKEE WARD 174,55079010800,302,0.2563667232597623
MILWAUKEE - CITY OF MILWAUKEE WARD 174,55079011200,876,0.7436332767402377
MILWAUKEE - CITY OF MILWAUKEE WARD 175,55079010800,775,0.4942602040816326
MILWAUKEE - CITY OF MILWAUKEE WARD 175,55079011200,343,0.21875
MILWAUKEE - CITY OF MILWAUKEE WARD 175,55079187000,450,0.2869897959183674
MILWAUKEE - CITY OF MILWAUKEE WARD 176,55079010800,114,0.114
MILWAUKEE - CITY OF MILWAUKEE WARD 176,55079186900,29,0.029
MILWAUKEE - CITY OF MILWAUKEE WARD 176,55079187000,857,0.857
MILWAUKEE - CITY OF MILWAUKEE WARD 177,55079186900,1347,1
MILWAUKEE - CITY OF MILWAUKEE WARD 178,55079011000,605,0.583413693346191
MILWAUKEE - CITY OF MILWAUKEE WARD 178,55079187000,432,0.4165863066538091
MILWAUKEE - CITY OF MILWAUKEE WARD 179,55079011000,228,0.37623762376237624
MILWAUKEE - CITY OF MILWAUKEE WARD 179,55079011100,171,0.28217821782178215
MILWAUKEE - CITY OF MILWAUKEE WARD 179,55079011200,1,0.0016501650165016502
MILWAUKEE - CITY OF MILWAUKEE WARD 179,55079011300,206,0.33993399339933994
MILWAUKEE - CITY OF MILWAUKEE WARD 18,55079000900,784,1
MILWAUKEE - CITY OF MILWAUKEE WARD 180,55079011000,478,0.3431442928930366
MILWAUKEE - CITY OF MILWAUKEE WARD 180,55079011100,311,0.22325915290739412
MILWAUKEE - CITY OF MILWAUKEE WARD 180,55079011300,604,0.4335965541995693
MILWAUKEE - CITY OF MILWAUKEE WARD 181,55079014300,1317,1
MILWAUKEE - CITY OF MILWAUKEE WARD 182,55079187400,894,1
MILWAUKEE - CITY OF MILWAUKEE WARD 183,55079186300,469,0.7675941080196399
MILWAUKEE - CITY OF MILWAUKEE WARD 183,55079186400,140,0.22913256955810146
MILWAUKEE - CITY OF MILWAUKEE WARD 183,55079187400,2,0.0032733224222585926
MILWAUKEE - CITY OF MILWAUKEE WARD 184,55079014100,71,0.16397228637413394
MILWAUKEE - CITY OF MILWAUKEE WARD 184,55079186300,362,0.836027713625866
MILWAUKEE - CITY OF MILWAUKEE WARD 185,55079186300,473,1
MILWAUKEE - CITY OF MILWAUKEE WARD 186,55079014600,567,0.7509933774834437
MILWAUKEE - CITY OF MILWAUKEE WARD 186,55079186400,188,0.24900662251655628
MILWAUKEE - CITY OF MILWAUKEE WARD 187,55079014600,320,0.2651201325600663
MILWAUKEE - CITY OF MILWAUKEE WARD 187,55079014700,887,0.7348798674399337
MILWAUKEE - CITY OF MILWAUKEE WARD 188,55079014600,150,0.2901353965183752
MILWAUKEE - CITY OF MILWAUKEE WARD 188,55079014700,133,0.2572533849129594
MILWAUKEE - CITY OF MILWAUKEE WARD 188,55079014800,6,0.01160541586073501
MILWAUKEE - CITY OF MILWAUKEE WARD 188,55079186200,228,0.4410058027079304
MILWAUKEE - CITY OF MILWAUKEE WARD 189,55079013700,90,0.19438444924406048
MILWAUKEE - CITY OF MILWAUKEE WARD 189,55079014800,101,0.21814254859611232
MILWAUKEE - CITY OF MILWAUKEE WARD 189,55079186100,272,0.5874730021598272
MILWAUKEE - CITY OF MILWAUKEE WARD 19,55079000800,142,0.23825503355704697
MILWAUKEE - CITY OF MILWAUKEE WARD 19,55079000900,454,0.761744966442953
MILWAUKEE - CITY OF MILWAUKEE WARD 190,55079014700,82,0.18385650224215247
MILWAUKEE - CITY OF MILWAUKEE WARD 190,55079014800,364,0.8161434977578476
MILWAUKEE - CITY OF MILWAUKEE WARD 191,55079013700,287,1
MILWAUKEE - CITY OF MILWAUKEE WARD 192,55079014900,233,0.9789915966386554
MILWAUKEE - CITY OF MILWAUKEE WARD 192,55079186400,5,0.02100840336134454
MILWAUKEE - CITY OF MILWAUKEE WARD 193,55079013400,721,0.8967661691542289
MILWAUKEE - CITY OF MILWAUKEE WARD 193,55079014900,83,0.10323383084577115
MILWAUKEE - CITY OF MILWAUKEE WARD 194,55079013500,563,0.836552748885587
MILWAUKEE - CITY OF MILWAUKEE WARD 194,55079013600,110,0.16344725111441308
MILWAUKEE - CITY OF MILWAUKEE WARD 195,55079013600,654,1
MILWAUKEE - CITY OF MILWAUKEE WARD 196,55079012200,353,1
MILWAUKEE - CITY OF MILWAUKEE WARD 197,55079012300,342,0.991304347826087
MILWAUKEE - CITY OF MILWAUKEE WARD 197,55079012400,3,0.008695652173913044
MILWAUKEE - CITY OF MILWAUKEE WARD 198,55079012400,694,0.980225988700565
MILWAUKEE - CITY OF MILWAUKEE WARD 198,55079012500,14,0.01977401129943503
MILWAUKEE - CITY OF MILWAUKEE WARD 199,55079009400,318,0.2217573221757322
MILWAUKEE - CITY OF MILWAUKEE WARD 199,55079009500,600,0.41841004184100417
MILWAUKEE - CITY OF MILWAUKEE WARD 199,55079012400,516,0.3598326359832636
MILWAUKEE - CITY OF MILWAUKEE WARD 2,55079000201,406,1
MILWAUKEE - CITY OF MILWAUKEE WARD 20,55079001000,914,1
MILWAUKEE - CITY OF MILWAUKEE WARD 200,55079012500,715,0.9834938101788171
MILWAUKEE - CITY OF MILWAUKEE WARD 200,55079012600,12,0.016506189821182942
MILWAUKEE - CITY OF MILWAUKEE WARD 201,55079012500,496,0.8280467445742905
MILWAUKEE - CITY OF MILWAUKEE WARD 201,55079012600,103,0.17195325542570952
MILWAUKEE - CITY OF MILWAUKEE WARD 202,55079012600,518,0.7824773413897281
MILWAUKEE - CITY OF MILWAUKEE WARD 202,55079012900,68,0.1027190332326284
MILWAUKEE - CITY OF MILWAUKEE WARD 202,55079013000,76,0.1148036253776435
MILWAUKEE - CITY OF MILWAUKEE WARD 203,55079012600,444,0.6008119079837618
MILWAUKEE - CITY OF MILWAUKEE WARD 203,55079012900,295,0.39918809201623817
MILWAUKEE - CITY OF MILWAUKEE WARD 204,55079012600,33,0.04852941176470588
MILWAUKEE - CITY OF MILWAUKEE WARD 204,55079012700,647,0.9514705882352941
MILWAUKEE - CITY OF MILWAUKEE WARD 205,55079012800,594,1
MILWAUKEE - CITY OF MILWAUKEE WARD 206,55079012800,670,1
MILWAUKEE - CITY OF MILWAUKEE WARD 207,55079012900,769,1
MILWAUKEE - CITY OF MILWAUKEE WARD 208,55079012900,112,0.13895781637717122
MILWAUKEE - CITY OF MILWAUKEE WARD 208,55079013000,662,0.8213399503722084
MILWAUKEE - CITY OF MILWAUKEE WARD 208,55079186800,32,0.03970223325062035
MILWAUKEE - CITY OF MILWAUKEE WARD 209,55079013300,390,1
MILWAUKEE - CITY OF MILWAUKEE WARD 21,55079001100,402,1
MILWAUKEE - CITY OF MILWAUKEE WARD 210,55079015900,75,0.1989389920424403
MILWAUKEE - CITY OF MILWAUKEE WARD 210,55079016000,302,0.8010610079575596
MILWAUKEE - CITY OF MILWAUKEE WARD 211,55079016000,203,0.6444444444444445
MILWAUKEE - CITY OF MILWAUKEE WARD 211,55079016100,112,0.35555555555555557
MILWAUKEE - CITY OF MILWAUKEE WARD 212,55079016100,251,0.375186846038864
MILWAUKEE - CITY OF MILWAUKEE WARD 212,55079017100,301,0.4499252615844544
MILWAUKEE - CITY OF MILWAUKEE WARD 212,55079017200,117,0.17488789237668162
MILWAUKEE - CITY OF MILWAUKEE WARD 213,55079016100,196,0.2602921646746348
MILWAUKEE - CITY OF MILWAUKEE WARD 213,55079017100,398,0.5285524568393094
MILWAUKEE - CITY OF MILWAUKEE WARD 213,55079017200,159,0.21115537848605578
MILWAUKEE - CITY OF MILWAUKEE WARD 214,55079016000,235,0.4989384288747346
MILWAUKEE - CITY OF MILWAUKEE WARD 214,55079016100,236,0.5010615711252654
MILWAUKEE - CITY OF MILWAUKEE WARD 215,55079015900,297,0.560377358490566
MILWAUKEE - CITY OF MILWAUKEE WARD 215,55079016200,233,0.439622641509434
MILWAUKEE - CITY OF MILWAUKEE WARD 216,55079016200,221,0.21990049751243781
MILWAUKEE - CITY OF MILWAUKEE WARD 216,55079017000,650,0.6467661691542289
MILWAUKEE - CITY OF MILWAUKEE WARD 216,55079017300,134,0.13333333333333333
MILWAUKEE - CITY OF MILWAUKEE WARD 217,55079016200,166,0.29225352112676056
MILWAUKEE - CITY OF MILWAUKEE WARD 217,55079016300,32,0.056338028169014086
MILWAUKEE - CITY OF MILWAUKEE WARD 217,55079016900,16,0.028169014084507043
MILWAUKEE - CITY OF MILWAUKEE WARD 217,55079017000,354,0.6232394366197183
MILWAUKEE - CITY OF MILWAUKEE WARD 218,55079016900,40,0.05934718100890208
MILWAUKEE - CITY OF MILWAUKEE WARD 218,55079017000,373,0.5534124629080118
MILWAUKEE - CITY OF MILWAUKEE WARD 218,55079017300,261,0.38724035608308605
MILWAUKEE - CITY OF MILWAUKEE WARD 219,55079016900,191,0.4681372549019608
MILWAUKEE - CITY OF MILWAUKEE WARD 219,55079017300,1,0.0024509803921568627
MILWAUKEE - CITY OF MILWAUKEE WARD 219,55079017400,216,0.5294117647058824
MILWAUKEE - CITY OF MILWAUKEE WARD 22,55079001000,458,0.6992366412213741
MILWAUKEE - CITY OF MILWAUKEE WARD 22,55079001100,197,0.300763358778626
MILWAUKEE - CITY OF MILWAUKEE WARD 220,55079016200,58,0.12831858407079647
MILWAUKEE - CITY OF MILWAUKEE WARD 220,55079016300,354,0.7831858407079646
MILWAUKEE - CITY OF MILWAUKEE WARD 220,55079016900,40,0.08849557522123894
MILWAUKEE - CITY OF MILWAUKEE WARD 221,55079015900,127,0.49034749034749037
MILWAUKEE - CITY OF MILWAUKEE WARD 221,55079016200,132,0.5096525096525096
MILWAUKEE - CITY OF MILWAUKEE WARD 222,55079015800,102,0.13691275167785236
MILWAUKEE - CITY OF MILWAUKEE WARD 222,55079015900,310,0.4161073825503356
MILWAUKEE - CITY OF MILWAUKEE WARD 222,55079186800,333,0.4469798657718121
MILWAUKEE - CITY OF MILWAUKEE WARD 223,55079016500,36,0.08333333333333333
MILWAUKEE - CITY OF MILWAUKEE WARD 223,55079016600,9,0.020833333333333332
MILWAUKEE - CITY OF MILWAUKEE WARD 223,55079186500,387,0.8958333333333334
MILWAUKEE - CITY OF MILWAUKEE WARD 224,55079016300,365,1
MILWAUKEE - CITY OF MILWAUKEE WARD 225,55079016300,1,0.0014064697609001407
MILWAUKEE - CITY OF MILWAUKEE WARD 225,55079016800,222,0.31223628691983124
MILWAUKEE - CITY OF MILWAUKEE WARD 225,55079016900,488,0.6863572433192686
MILWAUKEE - CITY OF MILWAUKEE WARD 226,55079016300,62,0.2052980132450331
MILWAUKEE - CITY OF MILWAUKEE WARD 226,55079016400,172,0.5695364238410596
MILWAUKEE - CITY OF MILWAUKEE WARD 226,55079016800,68,0.2251655629139073
MILWAUKEE - CITY OF MILWAUKEE WARD 227,55079015700,2,0.007380073800738007
MILWAUKEE - CITY OF MILWAUKEE WARD 227,55079016400,269,0.992619926199262
MILWAUKEE - CITY OF MILWAUKEE WARD 228,55079015700,367,1
MILWAUKEE - CITY OF MILWAUKEE WARD 229,55079015700,115,0.34534534534534533
MILWAUKEE - CITY OF MILWAUKEE WARD 229,55079186500,197,0.5915915915915916
MILWAUKEE - CITY OF MILWAUKEE WARD 229,55079186800,21,0.06306306306306306
MILWAUKEE - CITY OF MILWAUKEE WARD 23,55079001100,348,0.6718146718146718
MILWAUKEE - CITY OF MILWAUKEE WARD 23,55079001200,170,0.3281853281853282
MILWAUKEE - CITY OF MILWAUKEE WARD 230,55079186500,131,0.1257197696737044
