contest,reporting_unit,candidate,votes,county,ctv,municipality
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 61","V HALES CORNERS WARDS 4,5,6",WRITE-IN:,0,MILWAUKEE,V,HALES CORNERS
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 61","V HALES CORNERS WARDS 7,8,9",DEM LUANN BIRD,0,MILWAUKEE,V,HALES CORNERS
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 61","V HALES CORNERS WARDS 7,8,9",REP BOB DONOVAN,0,MILWAUKEE,V,HALES CORNERS
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 61","V HALES CORNERS WARDS 7,8,9",WRITE-IN:,0,MILWAUKEE,V,HALES CORNERS
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 61",CITY OF WEST ALLIS WARD 22,DEM LUANN BIRD,0,MILWAUKEE,C,WEST ALLIS
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 61",CITY OF WEST ALLIS WARD 22,REP BOB DONOVAN,0,MILWAUKEE,C,WEST ALLIS
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 61",CITY OF WEST ALLIS WARD 22,WRITE-IN:,0,MILWAUKEE,C,WEST ALLIS
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 1,REP ROBERT WITTKE,136,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 1,WRITE-IN:,1,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 2,REP ROBERT WITTKE,363,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 2,WRITE-IN:,9,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 3,REP ROBERT WITTKE,372,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 3,WRITE-IN:,7,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 4,REP ROBERT WITTKE,294,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 4,WRITE-IN:,2,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 5,REP ROBERT WITTKE,221,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 5,WRITE-IN:,7,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 6,REP ROBERT WITTKE,350,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 6,WRITE-IN:,8,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 7,REP ROBERT WITTKE,205,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 7,WRITE-IN:,10,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 8,REP ROBERT WITTKE,322,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 8,WRITE-IN:,20,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 11,REP ROBERT WITTKE,460,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 11,WRITE-IN:,16,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 12,REP ROBERT WITTKE,429,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 12,WRITE-IN:,21,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 13,REP ROBERT WITTKE,165,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 13,WRITE-IN:,3,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 14,REP ROBERT WITTKE,319,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 14,WRITE-IN:,6,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 15,REP ROBERT WITTKE,378,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 15,WRITE-IN:,11,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 16,REP ROBERT WITTKE,396,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 16,WRITE-IN:,8,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 17,REP ROBERT WITTKE,250,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 17,WRITE-IN:,13,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 18,REP ROBERT WITTKE,176,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 18,WRITE-IN:,5,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 19,REP ROBERT WITTKE,346,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 19,WRITE-IN:,7,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 20,REP ROBERT WITTKE,437,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 20,WRITE-IN:,19,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 21,REP ROBERT WITTKE,444,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 21,WRITE-IN:,11,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 22,REP ROBERT WITTKE,490,MILWAUKEE,C,FRANKLIN
"REPRESENTATIVE TO THE ASSEMBLY, DISTRICT 63",CITY OF FRANKLIN WARD 22,WRITE-IN:,11,MILWAUKEE,C,FRANKLIN
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 1,DEM KENT LOVERN,564,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 1,WRITE-IN:,15,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 2,DEM KENT LOVERN,266,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 2,WRITE-IN:,8,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 3,DEM KENT LOVERN,280,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 3,WRITE-IN:,3,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 4,DEM KENT LOVERN,601,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 4,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 5,DEM KENT LOVERN,263,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 5,WRITE-IN:,3,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 6,DEM KENT LOVERN,437,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 6,WRITE-IN:,10,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 7,DEM KENT LOVERN,270,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 7,WRITE-IN:,10,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 8,DEM KENT LOVERN,508,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 8,WRITE-IN:,10,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 9,DEM KENT LOVERN,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 9,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 10,DEM KENT LOVERN,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 10,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 11,DEM KENT LOVERN,431,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 11,WRITE-IN:,10,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 12,DEM KENT LOVERN,317,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 12,WRITE-IN:,8,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 13,DEM KENT LOVERN,223,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 13,WRITE-IN:,6,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 14,DEM KENT LOVERN,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 14,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 15,DEM KENT LOVERN,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 15,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 16,DEM KENT LOVERN,551,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 16,WRITE-IN:,16,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 17,DEM KENT LOVERN,232,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 17,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 18,DEM KENT LOVERN,375,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 18,WRITE-IN:,10,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 19,DEM KENT LOVERN,359,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 19,WRITE-IN:,12,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 20,DEM KENT LOVERN,460,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 20,WRITE-IN:,7,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 21,DEM KENT LOVERN,231,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 21,WRITE-IN:,2,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 22,DEM KENT LOVERN,328,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 22,WRITE-IN:,6,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 23,DEM KENT LOVERN,299,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 23,WRITE-IN:,2,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 24,DEM KENT LOVERN,122,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 24,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 25,DEM KENT LOVERN,332,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 25,WRITE-IN:,5,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 26,DEM KENT LOVERN,183,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 26,WRITE-IN:,6,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 27,DEM KENT LOVERN,288,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 27,WRITE-IN:,7,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 28,DEM KENT LOVERN,212,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 28,WRITE-IN:,2,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 29,DEM KENT LOVERN,277,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 29,WRITE-IN:,5,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 30,DEM KENT LOVERN,311,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 30,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 31,DEM KENT LOVERN,370,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 31,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 32,DEM KENT LOVERN,375,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 32,WRITE-IN:,13,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 33,DEM KENT LOVERN,766,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 33,WRITE-IN:,31,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 34,DEM KENT LOVERN,244,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 34,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 35,DEM KENT LOVERN,619,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 35,WRITE-IN:,29,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 36,DEM KENT LOVERN,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 36,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 37,DEM KENT LOVERN,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 37,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 38,DEM KENT LOVERN,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 38,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 39,DEM KENT LOVERN,387,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 39,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 40,DEM KENT LOVERN,321,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 40,WRITE-IN:,6,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 41,DEM KENT LOVERN,385,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 41,WRITE-IN:,5,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 42,DEM KENT LOVERN,609,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 42,WRITE-IN:,7,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 43,DEM KENT LOVERN,390,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 43,WRITE-IN:,2,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 44,DEM KENT LOVERN,411,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 44,WRITE-IN:,2,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 45,DEM KENT LOVERN,468,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 45,WRITE-IN:,6,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 46,DEM KENT LOVERN,191,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 46,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 47,DEM KENT LOVERN,286,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 47,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 48,DEM KENT LOVERN,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 48,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 49,DEM KENT LOVERN,384,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 49,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 50,DEM KENT LOVERN,283,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 50,WRITE-IN:,11,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 51,DEM KENT LOVERN,391,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 51,WRITE-IN:,1,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 52,DEM KENT LOVERN,297,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 52,WRITE-IN:,5,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 53,DEM KENT LOVERN,331,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 53,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 54,DEM KENT LOVERN,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 54,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 55,DEM KENT LOVERN,236,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 55,WRITE-IN:,3,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 56,DEM KENT LOVERN,575,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 56,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 57,DEM KENT LOVERN,351,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 57,WRITE-IN:,3,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 58,DEM KENT LOVERN,285,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 58,WRITE-IN:,5,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 59,DEM KENT LOVERN,241,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 59,WRITE-IN:,2,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 60,DEM KENT LOVERN,226,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 60,WRITE-IN:,1,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 61,DEM KENT LOVERN,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 61,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 62,DEM KENT LOVERN,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 62,WRITE-IN:,0,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 63,DEM KENT LOVERN,253,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 63,WRITE-IN:,1,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 64,DEM KENT LOVERN,254,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 64,WRITE-IN:,2,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 65,DEM KENT LOVERN,459,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 65,WRITE-IN:,11,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 66,DEM KENT LOVERN,318,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 66,WRITE-IN:,1,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 67,DEM KENT LOVERN,450,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 67,WRITE-IN:,8,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 68,DEM KENT LOVERN,230,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 68,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 69,DEM KENT LOVERN,285,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 69,WRITE-IN:,1,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 70,DEM KENT LOVERN,504,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 70,WRITE-IN:,9,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 71,DEM KENT LOVERN,297,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 71,WRITE-IN:,8,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 72,DEM KENT LOVERN,292,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 72,WRITE-IN:,6,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 73,DEM KENT LOVERN,311,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 73,WRITE-IN:,4,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 74,DEM KENT LOVERN,282,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 74,WRITE-IN:,3,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 75,DEM KENT LOVERN,496,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 75,WRITE-IN:,7,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 76,DEM KENT LOVERN,466,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 76,WRITE-IN:,5,MILWAUKEE,C,MILWAUKEE
DISTRICT ATTORNEY,CITY OF MILWAUKEE WARD 77,DEM KENT LOVERN,502,MILWAUKEE,C,MILWAUKEE
